Layer,Head,Weight
31,18,0.2305
34,25,0.1631
34,24,0.1367
25,11,0.1245
22,55,0.0898
35,57,0.0806
22,52,0.0708
33,52,0.0693
16,37,0.0659
33,32,0.0586
33,35,0.0542
36,22,0.0540
33,3,0.0520
34,31,0.0505
31,19,0.0474
25,9,0.0471
76,10,0.0461
16,39,0.0432
33,9,0.0417
21,34,0.0374
18,7,0.0369
31,17,0.0364
37,2,0.0356
25,14,0.0322
27,16,0.0315
16,38,0.0291
69,41,0.0282
22,33,0.0275
31,1,0.0273
35,47,0.0256
38,18,0.0248
26,35,0.0245
28,20,0.0234
44,1,0.0232
31,21,0.0229
76,63,0.0217
38,62,0.0209
28,19,0.0204
17,8,0.0201
14,61,0.0197
27,19,0.0197
34,41,0.0195
34,10,0.0192
29,15,0.0190
25,60,0.0181
34,36,0.0181
30,31,0.0177
23,29,0.0171
27,22,0.0168
38,22,0.0167
66,7,0.0159
32,21,0.0157
31,53,0.0154
38,19,0.0149
19,43,0.0148
49,1,0.0148
26,31,0.0146
35,44,0.0146
34,2,0.0145
21,39,0.0136
34,54,0.0132
35,33,0.0129
70,5,0.0129
25,58,0.0116
30,62,0.0115
38,61,0.0115
73,15,0.0112
37,29,0.0111
22,34,0.0110
73,61,0.0110
25,52,0.0110
45,6,0.0109
32,40,0.0106
28,23,0.0105
27,28,0.0104
79,1,0.0102
36,3,0.0101
34,39,0.0098
34,52,0.0098
36,6,0.0096
30,50,0.0096
37,57,0.0096
79,11,0.0095
32,7,0.0094
32,5,0.0092
38,28,0.0085
18,14,0.0084
43,9,0.0084
34,51,0.0081
40,12,0.0081
19,50,0.0079
56,53,0.0078
31,11,0.0078
49,6,0.0078
23,11,0.0076
74,13,0.0076
31,6,0.0073
34,11,0.0073
24,51,0.0071
38,39,0.0071
36,11,0.0070
21,58,0.0069
33,37,0.0068
39,44,0.0068
23,1,0.0067
17,12,0.0067
48,56,0.0067
23,35,0.0066
30,53,0.0065
35,12,0.0064
18,11,0.0063
35,55,0.0063
33,44,0.0062
29,51,0.0060
31,5,0.0060
34,1,0.0060
30,1,0.0060
29,14,0.0059
33,20,0.0057
24,1,0.0056
79,15,0.0055
33,56,0.0054
27,58,0.0054
32,12,0.0053
47,13,0.0053
75,32,0.0053
37,45,0.0053
36,39,0.0052
23,8,0.0051
77,42,0.0051
33,48,0.0050
32,1,0.0050
41,19,0.0050
35,39,0.0049
28,18,0.0049
28,6,0.0048
33,29,0.0048
75,0,0.0048
32,6,0.0045
73,14,0.0045
73,4,0.0044
38,48,0.0044
70,13,0.0043
75,19,0.0043
25,39,0.0043
27,5,0.0043
23,3,0.0042
78,15,0.0041
18,57,0.0041
18,44,0.0040
18,5,0.0038
26,56,0.0038
22,15,0.0037
32,3,0.0036
35,27,0.0035
36,49,0.0035
17,48,0.0035
33,11,0.0034
36,37,0.0034
33,13,0.0033
28,31,0.0033
27,37,0.0033
40,39,0.0032
33,1,0.0031
38,20,0.0030
25,37,0.0030
30,9,0.0029
70,40,0.0029
31,50,0.0027
36,14,0.0026
34,27,0.0026
73,27,0.0025
26,50,0.0025
35,4,0.0025
20,43,0.0025
73,9,0.0025
29,38,0.0025
30,14,0.0025
77,21,0.0025
78,4,0.0025
69,39,0.0024
29,58,0.0024
71,0,0.0024
76,4,0.0024
17,15,0.0024
25,49,0.0023
38,55,0.0023
41,46,0.0023
35,1,0.0023
24,38,0.0023
17,11,0.0022
79,12,0.0022
25,24,0.0022
23,9,0.0020
35,21,0.0020
31,15,0.0020
76,35,0.0020
22,54,0.0019
35,35,0.0019
46,17,0.0019
55,10,0.0019
77,41,0.0019
19,44,0.0019
39,54,0.0018
25,63,0.0018
76,57,0.0018
18,54,0.0018
21,61,0.0018
23,42,0.0017
42,14,0.0017
27,27,0.0017
75,3,0.0017
34,23,0.0017
78,16,0.0017
75,54,0.0017
34,14,0.0016
34,45,0.0016
30,63,0.0016
74,6,0.0015
23,47,0.0015
37,7,0.0015
31,60,0.0014
79,45,0.0014
36,46,0.0014
67,59,0.0014
31,44,0.0014
79,5,0.0014
24,5,0.0013
25,57,0.0013
20,51,0.0013
18,15,0.0012
28,46,0.0012
34,44,0.0012
35,29,0.0012
15,27,0.0012
32,53,0.0011
65,58,0.0011
67,30,0.0011
78,5,0.0011
61,4,0.0010
17,7,0.0010
18,4,0.0010
36,4,0.0010
78,25,0.0010
60,8,0.0010
36,32,0.0009
55,13,0.0009
67,63,0.0009
76,20,0.0009
29,5,0.0009
78,26,0.0009
31,2,0.0009
17,20,0.0009
26,39,0.0008
74,0,0.0008
79,53,0.0008
75,15,0.0008
29,37,0.0008
22,9,0.0007
75,8,0.0007
70,6,0.0007
65,0,0.0007
67,39,0.0007
77,4,0.0007
13,62,0.0007
62,30,0.0007
24,39,0.0007
73,29,0.0007
41,30,0.0006
79,31,0.0006
68,36,0.0006
70,7,0.0006
79,25,0.0005
30,12,0.0005
33,45,0.0005
77,35,0.0005
79,63,0.0005
19,26,0.0005
63,59,0.0005
58,10,0.0005
79,61,0.0005
78,41,0.0005
71,60,0.0005
79,30,0.0005
34,37,0.0004
52,45,0.0004
33,16,0.0004
28,28,0.0004
19,62,0.0003
19,41,0.0003
28,1,0.0003
34,30,0.0003
73,7,0.0003
79,58,0.0003
34,57,0.0003
74,44,0.0002
79,49,0.0002
78,37,0.0002
31,34,0.0002
79,51,0.0002
76,37,0.0002
18,59,0.0002
44,55,0.0002
19,5,0.0002
0,37,0.0001
36,36,0.0001
44,6,0.0001
27,15,0.0001
18,19,0.0001
19,28,0.0001
16,63,0.0001
77,52,0.0001
78,51,0.0001
12,15,0.0001
27,54,0.0001
48,13,0.0001
31,47,0.0001
70,43,0.0001
79,35,0.0001
10,38,0.0001
55,12,0.0000
27,6,0.0000
19,39,0.0000
55,15,0.0000
25,61,0.0000
38,8,0.0000
39,14,0.0000
32,34,0.0000
37,24,0.0000
10,49,-0.0000
32,10,-0.0000
22,62,-0.0000
77,13,-0.0000
24,55,-0.0001
77,8,-0.0001
79,42,-0.0001
74,52,-0.0001
79,57,-0.0001
77,6,-0.0001
32,20,-0.0001
75,55,-0.0001
30,0,-0.0001
69,23,-0.0001
30,33,-0.0001
33,31,-0.0001
42,24,-0.0001
78,44,-0.0001
38,56,-0.0001
23,15,-0.0001
71,46,-0.0001
3,15,-0.0002
79,37,-0.0002
79,20,-0.0002
5,11,-0.0002
79,43,-0.0002
18,24,-0.0002
78,0,-0.0002
19,48,-0.0002
55,2,-0.0002
38,31,-0.0002
75,51,-0.0002
14,1,-0.0002
19,27,-0.0003
27,14,-0.0003
19,36,-0.0003
32,16,-0.0003
25,47,-0.0003
79,22,-0.0003
19,46,-0.0003
79,33,-0.0003
74,60,-0.0003
17,2,-0.0003
77,27,-0.0003
79,19,-0.0003
12,35,-0.0004
58,54,-0.0004
24,44,-0.0004
38,52,-0.0004
60,58,-0.0004
71,20,-0.0004
45,16,-0.0004
23,23,-0.0004
65,25,-0.0004
63,42,-0.0004
19,1,-0.0004
45,43,-0.0004
73,0,-0.0004
74,27,-0.0004
24,11,-0.0004
58,2,-0.0004
55,8,-0.0005
67,33,-0.0005
78,18,-0.0005
19,10,-0.0005
59,45,-0.0005
79,14,-0.0005
58,53,-0.0005
3,20,-0.0005
15,52,-0.0005
32,24,-0.0005
33,28,-0.0005
38,44,-0.0005
71,5,-0.0005
5,57,-0.0005
11,52,-0.0005
58,32,-0.0005
9,45,-0.0005
79,3,-0.0005
45,31,-0.0005
49,49,-0.0005
71,19,-0.0005
78,50,-0.0005
2,36,-0.0005
27,57,-0.0005
65,51,-0.0006
48,48,-0.0006
74,25,-0.0006
75,57,-0.0006
77,57,-0.0006
28,21,-0.0006
79,18,-0.0006
79,27,-0.0006
75,13,-0.0006
79,6,-0.0006
74,11,-0.0006
24,35,-0.0006
53,32,-0.0006
57,63,-0.0007
72,0,-0.0007
77,30,-0.0007
23,61,-0.0007
74,14,-0.0007
5,50,-0.0007
16,45,-0.0007
34,62,-0.0007
79,13,-0.0007
4,12,-0.0007
74,58,-0.0007
76,12,-0.0007
21,20,-0.0007
59,9,-0.0007
74,63,-0.0007
79,23,-0.0007
7,43,-0.0007
60,36,-0.0007
21,41,-0.0007
40,28,-0.0007
32,33,-0.0007
72,53,-0.0007
57,12,-0.0007
12,25,-0.0007
76,45,-0.0007
38,51,-0.0007
18,36,-0.0007
18,42,-0.0007
40,13,-0.0007
57,62,-0.0007
76,60,-0.0007
77,24,-0.0007
59,0,-0.0008
72,57,-0.0008
64,12,-0.0008
78,47,-0.0008
34,53,-0.0008
79,21,-0.0008
56,1,-0.0008
16,34,-0.0008
46,26,-0.0008
27,20,-0.0008
35,53,-0.0008
32,38,-0.0008
7,61,-0.0008
30,19,-0.0008
74,53,-0.0008
65,53,-0.0008
21,31,-0.0008
18,45,-0.0008
29,36,-0.0008
69,30,-0.0008
1,21,-0.0009
7,10,-0.0009
79,52,-0.0009
24,43,-0.0009
4,24,-0.0009
72,11,-0.0009
34,33,-0.0009
42,17,-0.0009
75,49,-0.0009
10,29,-0.0009
56,20,-0.0009
67,55,-0.0009
11,28,-0.0009
15,1,-0.0009
50,59,-0.0009
58,6,-0.0009
77,32,-0.0009
78,19,-0.0009
46,56,-0.0009
72,31,-0.0009
11,50,-0.0009
66,50,-0.0009
49,48,-0.0009
18,56,-0.0009
77,40,-0.0009
74,7,-0.0009
76,53,-0.0009
23,54,-0.0009
54,62,-0.0009
3,62,-0.0009
24,19,-0.0009
73,1,-0.0009
75,42,-0.0009
29,56,-0.0009
52,24,-0.0009
78,23,-0.0009
78,34,-0.0009
40,46,-0.0010
67,52,-0.0010
55,17,-0.0010
75,17,-0.0010
77,16,-0.0010
2,6,-0.0010
24,4,-0.0010
64,29,-0.0010
75,12,-0.0010
28,10,-0.0010
79,0,-0.0010
43,60,-0.0010
75,31,-0.0010
57,36,-0.0010
72,37,-0.0010
1,1,-0.0010
32,18,-0.0010
17,10,-0.0010
51,6,-0.0010
65,31,-0.0010
77,26,-0.0010
26,6,-0.0010
76,26,-0.0010
8,6,-0.0011
23,40,-0.0011
69,18,-0.0011
53,22,-0.0011
71,48,-0.0011
77,29,-0.0011
46,45,-0.0011
78,22,-0.0011
39,50,-0.0011
76,33,-0.0011
78,7,-0.0011
11,35,-0.0011
27,42,-0.0011
1,11,-0.0011
19,32,-0.0011
30,5,-0.0011
47,16,-0.0011
64,15,-0.0011
74,40,-0.0011
70,45,-0.0011
77,34,-0.0011
14,33,-0.0011
30,20,-0.0011
34,40,-0.0011
66,16,-0.0011
20,53,-0.0011
22,14,-0.0011
29,25,-0.0011
39,32,-0.0011
66,59,-0.0011
67,16,-0.0011
71,13,-0.0011
76,47,-0.0011
15,2,-0.0011
25,40,-0.0011
29,44,-0.0011
7,48,-0.0012
75,35,-0.0012
17,18,-0.0012
18,2,-0.0012
33,59,-0.0012
75,39,-0.0012
76,15,-0.0012
77,48,-0.0012
78,21,-0.0012
35,41,-0.0012
50,4,-0.0012
33,5,-0.0012
59,53,-0.0012
62,24,-0.0012
74,16,-0.0012
78,6,-0.0012
31,54,-0.0012
71,14,-0.0012
15,43,-0.0012
72,36,-0.0012
79,17,-0.0012
13,52,-0.0012
65,4,-0.0012
67,49,-0.0012
2,52,-0.0012
71,25,-0.0012
12,46,-0.0012
17,16,-0.0012
17,63,-0.0012
36,15,-0.0012
46,12,-0.0012
63,63,-0.0012
72,39,-0.0012
73,43,-0.0012
31,57,-0.0012
46,7,-0.0012
51,26,-0.0012
55,24,-0.0012
59,51,-0.0012
60,50,-0.0012
67,8,-0.0012
0,31,-0.0012
9,44,-0.0012
61,57,-0.0012
74,32,-0.0012
2,14,-0.0013
66,15,-0.0013
76,14,-0.0013
76,49,-0.0013
62,55,-0.0013
77,36,-0.0013
19,20,-0.0013
63,44,-0.0013
69,45,-0.0013
76,23,-0.0013
28,35,-0.0013
35,11,-0.0013
38,53,-0.0013
71,52,-0.0013
7,16,-0.0013
36,27,-0.0013
5,28,-0.0013
27,63,-0.0013
28,0,-0.0013
48,2,-0.0013
28,17,-0.0013
52,30,-0.0013
58,3,-0.0013
74,2,-0.0013
76,22,-0.0013
4,50,-0.0013
5,55,-0.0013
25,42,-0.0013
41,8,-0.0013
79,39,-0.0013
6,43,-0.0013
41,18,-0.0013
25,44,-0.0014
62,56,-0.0014
71,16,-0.0014
27,38,-0.0014
66,60,-0.0014
34,60,-0.0014
71,23,-0.0014
40,10,-0.0014
43,59,-0.0014
60,9,-0.0014
62,5,-0.0014
62,49,-0.0014
29,35,-0.0014
30,57,-0.0014
58,57,-0.0014
65,6,-0.0014
34,20,-0.0014
61,6,-0.0014
11,7,-0.0014
38,42,-0.0014
67,23,-0.0014
2,30,-0.0014
8,1,-0.0014
20,35,-0.0014
30,27,-0.0014
56,39,-0.0014
70,62,-0.0014
72,10,-0.0014
73,52,-0.0014
65,11,-0.0014
38,29,-0.0014
62,22,-0.0014
63,57,-0.0014
39,48,-0.0014
71,36,-0.0014
72,24,-0.0014
25,46,-0.0015
54,30,-0.0015
10,26,-0.0015
32,22,-0.0015
75,52,-0.0015
79,29,-0.0015
5,18,-0.0015
23,52,-0.0015
32,26,-0.0015
0,11,-0.0015
64,1,-0.0015
64,18,-0.0015
79,48,-0.0015
13,0,-0.0015
13,60,-0.0015
43,38,-0.0015
50,35,-0.0015
65,5,-0.0015
69,36,-0.0015
14,32,-0.0015
42,25,-0.0015
63,16,-0.0015
65,20,-0.0015
5,52,-0.0015
6,2,-0.0015
64,7,-0.0015
39,34,-0.0015
69,31,-0.0015
74,55,-0.0015
24,40,-0.0015
24,42,-0.0015
32,42,-0.0015
54,35,-0.0015
64,0,-0.0015
66,38,-0.0015
71,30,-0.0015
75,63,-0.0015
29,20,-0.0015
37,55,-0.0015
63,0,-0.0015
13,22,-0.0016
58,14,-0.0016
59,37,-0.0016
73,41,-0.0016
17,62,-0.0016
28,51,-0.0016
61,37,-0.0016
63,6,-0.0016
73,60,-0.0016
77,25,-0.0016
78,56,-0.0016
9,12,-0.0016
75,47,-0.0016
1,33,-0.0016
21,37,-0.0016
51,33,-0.0016
77,37,-0.0016
29,16,-0.0016
30,30,-0.0016
58,31,-0.0016
71,54,-0.0016
75,41,-0.0016
60,15,-0.0016
58,1,-0.0016
62,57,-0.0016
2,29,-0.0016
46,3,-0.0016
60,2,-0.0016
61,35,-0.0016
47,46,-0.0016
71,4,-0.0016
78,28,-0.0016
16,15,-0.0016
32,27,-0.0016
51,27,-0.0016
29,55,-0.0016
59,7,-0.0016
61,32,-0.0016
77,0,-0.0016
16,30,-0.0017
36,17,-0.0017
59,12,-0.0017
39,33,-0.0017
21,60,-0.0017
26,34,-0.0017
34,22,-0.0017
66,4,-0.0017
68,59,-0.0017
79,9,-0.0017
2,2,-0.0017
33,49,-0.0017
35,56,-0.0017
42,36,-0.0017
52,35,-0.0017
78,43,-0.0017
78,62,-0.0017
32,59,-0.0017
35,32,-0.0017
36,34,-0.0017
53,18,-0.0017
57,55,-0.0017
62,25,-0.0017
73,46,-0.0017
76,25,-0.0017
76,43,-0.0017
76,48,-0.0017
79,26,-0.0017
8,9,-0.0017
14,54,-0.0017
23,60,-0.0017
15,50,-0.0017
27,24,-0.0017
36,61,-0.0017
68,54,-0.0017
69,44,-0.0017
2,33,-0.0017
12,17,-0.0017
20,27,-0.0017
32,45,-0.0017
41,13,-0.0017
50,23,-0.0017
60,29,-0.0017
66,28,-0.0017
27,32,-0.0017
54,37,-0.0017
3,61,-0.0017
6,16,-0.0017
22,22,-0.0017
34,32,-0.0017
6,38,-0.0017
70,39,-0.0017
33,62,-0.0018
40,55,-0.0018
67,24,-0.0018
75,53,-0.0018
27,11,-0.0018
62,21,-0.0018
62,38,-0.0018
70,60,-0.0018
77,33,-0.0018
2,9,-0.0018
66,53,-0.0018
43,8,-0.0018
59,47,-0.0018
29,21,-0.0018
38,15,-0.0018
46,25,-0.0018
52,23,-0.0018
71,22,-0.0018
73,39,-0.0018
74,34,-0.0018
74,37,-0.0018
77,18,-0.0018
0,44,-0.0018
27,36,-0.0018
37,50,-0.0018
45,37,-0.0018
57,10,-0.0018
77,11,-0.0018
79,50,-0.0018
4,7,-0.0018
9,42,-0.0018
37,32,-0.0018
45,36,-0.0018
76,3,-0.0018
17,60,-0.0018
20,6,-0.0018
27,43,-0.0018
41,54,-0.0018
43,37,-0.0018
48,43,-0.0018
60,14,-0.0018
63,47,-0.0018
65,17,-0.0018
75,62,-0.0018
74,17,-0.0018
57,0,-0.0018
62,46,-0.0018
63,23,-0.0018
70,23,-0.0018
5,14,-0.0018
48,42,-0.0018
60,0,-0.0018
0,16,-0.0018
2,46,-0.0018
47,56,-0.0018
58,21,-0.0018
66,20,-0.0018
75,60,-0.0018
11,2,-0.0018
73,47,-0.0018
20,34,-0.0019
20,62,-0.0019
31,42,-0.0019
53,52,-0.0019
77,51,-0.0019
77,38,-0.0019
4,20,-0.0019
8,48,-0.0019
19,4,-0.0019
75,48,-0.0019
29,41,-0.0019
70,52,-0.0019
76,51,-0.0019
26,28,-0.0019
37,6,-0.0019
78,3,-0.0019
16,14,-0.0019
24,61,-0.0019
59,57,-0.0019
62,4,-0.0019
67,44,-0.0019
75,28,-0.0019
77,39,-0.0019
6,18,-0.0019
22,35,-0.0019
74,62,-0.0019
28,55,-0.0019
30,17,-0.0019
51,8,-0.0019
55,50,-0.0019
56,22,-0.0019
68,5,-0.0019
76,2,-0.0019
77,17,-0.0019
78,35,-0.0019
21,21,-0.0019
29,49,-0.0019
33,17,-0.0019
47,2,-0.0019
66,58,-0.0019
77,61,-0.0019
15,61,-0.0019
18,12,-0.0019
23,12,-0.0019
46,34,-0.0019
70,55,-0.0019
76,16,-0.0019
24,52,-0.0019
29,40,-0.0019
54,8,-0.0019
77,53,-0.0019
78,61,-0.0019
11,37,-0.0019
26,16,-0.0019
40,60,-0.0019
62,36,-0.0019
68,44,-0.0019
71,31,-0.0019
71,44,-0.0019
1,23,-0.0020
16,9,-0.0020
25,2,-0.0020
34,56,-0.0020
38,36,-0.0020
74,8,-0.0020
53,28,-0.0020
54,63,-0.0020
63,20,-0.0020
74,22,-0.0020
75,61,-0.0020
79,38,-0.0020
11,36,-0.0020
14,8,-0.0020
23,21,-0.0020
28,33,-0.0020
33,61,-0.0020
41,56,-0.0020
49,5,-0.0020
52,7,-0.0020
69,16,-0.0020
76,41,-0.0020
77,56,-0.0020
77,62,-0.0020
78,60,-0.0020
6,58,-0.0020
14,50,-0.0020
20,28,-0.0020
30,22,-0.0020
41,15,-0.0020
42,41,-0.0020
63,3,-0.0020
69,47,-0.0020
70,61,-0.0020
8,16,-0.0020
9,48,-0.0020
56,51,-0.0020
75,21,-0.0020
77,58,-0.0020
78,40,-0.0020
79,10,-0.0020
1,18,-0.0020
8,46,-0.0020
10,20,-0.0020
28,61,-0.0020
29,27,-0.0020
37,58,-0.0020
54,20,-0.0020
76,32,-0.0020
78,8,-0.0020
79,7,-0.0020
0,54,-0.0020
56,47,-0.0020
56,50,-0.0020
70,42,-0.0020
71,51,-0.0020
74,59,-0.0020
79,44,-0.0020
12,42,-0.0021
32,55,-0.0021
37,37,-0.0021
62,15,-0.0021
62,27,-0.0021
68,24,-0.0021
70,27,-0.0021
2,34,-0.0021
8,52,-0.0021
31,26,-0.0021
38,26,-0.0021
67,31,-0.0021
77,20,-0.0021
0,20,-0.0021
13,6,-0.0021
25,50,-0.0021
37,40,-0.0021
43,11,-0.0021
47,11,-0.0021
60,28,-0.0021
66,29,-0.0021
70,57,-0.0021
71,18,-0.0021
75,40,-0.0021
78,30,-0.0021
19,24,-0.0021
20,13,-0.0021
36,31,-0.0021
39,7,-0.0021
51,25,-0.0021
64,51,-0.0021
77,10,-0.0021
78,58,-0.0021
79,59,-0.0021
9,14,-0.0021
12,57,-0.0021
17,42,-0.0021
20,63,-0.0021
58,24,-0.0021
77,55,-0.0021
5,17,-0.0021
12,33,-0.0021
25,19,-0.0021
43,12,-0.0021
59,59,-0.0021
66,26,-0.0021
68,43,-0.0021
69,15,-0.0021
72,30,-0.0021
73,59,-0.0021
74,45,-0.0021
77,9,-0.0021
79,28,-0.0021
7,18,-0.0022
23,55,-0.0022
39,26,-0.0022
42,51,-0.0022
57,6,-0.0022
58,49,-0.0022
60,41,-0.0022
64,23,-0.0022
66,23,-0.0022
71,58,-0.0022
5,33,-0.0022
16,50,-0.0022
44,2,-0.0022
57,22,-0.0022
59,4,-0.0022
59,20,-0.0022
61,25,-0.0022
70,49,-0.0022
9,63,-0.0022
10,25,-0.0022
21,4,-0.0022
29,7,-0.0022
35,38,-0.0022
39,29,-0.0022
63,28,-0.0022
66,3,-0.0022
68,48,-0.0022
69,6,-0.0022
69,14,-0.0022
71,59,-0.0022
72,55,-0.0022
73,17,-0.0022
73,21,-0.0022
74,50,-0.0022
1,35,-0.0022
30,29,-0.0022
32,8,-0.0022
65,9,-0.0022
67,13,-0.0022
76,52,-0.0022
78,14,-0.0022
79,47,-0.0022
16,13,-0.0022
19,34,-0.0022
41,3,-0.0022
42,4,-0.0022
42,6,-0.0022
50,0,-0.0022
52,50,-0.0022
64,22,-0.0022
74,46,-0.0022
2,32,-0.0022
3,56,-0.0022
4,60,-0.0022
10,50,-0.0022
19,12,-0.0022
25,51,-0.0022
44,51,-0.0022
45,21,-0.0022
62,26,-0.0022
63,36,-0.0022
64,16,-0.0022
70,20,-0.0022
72,38,-0.0022
74,54,-0.0022
13,29,-0.0022
21,50,-0.0022
26,59,-0.0022
27,46,-0.0022
43,27,-0.0022
45,42,-0.0022
63,37,-0.0022
72,18,-0.0022
4,11,-0.0023
30,7,-0.0023
43,55,-0.0023
44,39,-0.0023
52,49,-0.0023
60,39,-0.0023
63,19,-0.0023
64,50,-0.0023
77,50,-0.0023
9,51,-0.0023
24,53,-0.0023
25,48,-0.0023
46,49,-0.0023
48,25,-0.0023
51,3,-0.0023
4,61,-0.0023
12,52,-0.0023
14,58,-0.0023
22,42,-0.0023
23,45,-0.0023
46,11,-0.0023
51,55,-0.0023
59,27,-0.0023
62,58,-0.0023
67,21,-0.0023
70,30,-0.0023
72,62,-0.0023
73,57,-0.0023
77,22,-0.0023
79,62,-0.0023
8,27,-0.0023
25,4,-0.0023
40,43,-0.0023
65,27,-0.0023
72,5,-0.0023
72,47,-0.0023
75,22,-0.0023
78,49,-0.0023
5,29,-0.0023
5,30,-0.0023
7,13,-0.0023
26,15,-0.0023
26,38,-0.0023
43,17,-0.0023
46,16,-0.0023
49,50,-0.0023
52,13,-0.0023
58,48,-0.0023
63,39,-0.0023
63,49,-0.0023
66,39,-0.0023
69,35,-0.0023
70,18,-0.0023
71,40,-0.0023
17,13,-0.0023
18,48,-0.0023
20,24,-0.0023
21,55,-0.0023
44,0,-0.0023
44,47,-0.0023
50,44,-0.0023
56,12,-0.0023
70,8,-0.0023
76,5,-0.0023
79,55,-0.0023
0,59,-0.0023
2,20,-0.0023
14,42,-0.0023
29,4,-0.0023
45,19,-0.0023
62,0,-0.0023
67,54,-0.0023
78,57,-0.0023
8,31,-0.0024
22,24,-0.0024
32,11,-0.0024
36,43,-0.0024
36,50,-0.0024
37,52,-0.0024
52,43,-0.0024
71,45,-0.0024
76,17,-0.0024
7,34,-0.0024
15,15,-0.0024
47,22,-0.0024
51,61,-0.0024
57,40,-0.0024
60,3,-0.0024
65,38,-0.0024
66,8,-0.0024
68,23,-0.0024
71,10,-0.0024
73,33,-0.0024
1,26,-0.0024
19,60,-0.0024
32,46,-0.0024
37,43,-0.0024
43,62,-0.0024
60,57,-0.0024
10,21,-0.0024
34,59,-0.0024
39,41,-0.0024
45,12,-0.0024
47,27,-0.0024
58,59,-0.0024
67,47,-0.0024
67,48,-0.0024
73,51,-0.0024
74,18,-0.0024
9,40,-0.0024
11,61,-0.0024
17,1,-0.0024
36,63,-0.0024
52,39,-0.0024
65,47,-0.0024
12,5,-0.0024
17,9,-0.0024
23,19,-0.0024
23,59,-0.0024
44,23,-0.0024
47,55,-0.0024
54,46,-0.0024
59,5,-0.0024
59,22,-0.0024
73,44,-0.0024
76,21,-0.0024
78,53,-0.0024
3,24,-0.0025
10,32,-0.0025
11,53,-0.0025
21,42,-0.0025
30,25,-0.0025
42,9,-0.0025
48,50,-0.0025
57,44,-0.0025
60,12,-0.0025
74,31,-0.0025
74,49,-0.0025
3,54,-0.0025
23,7,-0.0025
42,7,-0.0025
61,43,-0.0025
63,58,-0.0025
64,57,-0.0025
70,37,-0.0025
76,46,-0.0025
18,20,-0.0025
40,48,-0.0025
42,37,-0.0025
43,45,-0.0025
45,10,-0.0025
62,61,-0.0025
65,16,-0.0025
65,28,-0.0025
68,30,-0.0025
3,57,-0.0025
4,47,-0.0025
6,63,-0.0025
7,25,-0.0025
14,14,-0.0025
15,46,-0.0025
20,2,-0.0025
33,55,-0.0025
37,8,-0.0025
40,32,-0.0025
54,4,-0.0025
54,7,-0.0025
59,38,-0.0025
72,21,-0.0025
77,15,-0.0025
78,12,-0.0025
0,45,-0.0025
1,20,-0.0025
5,0,-0.0025
15,0,-0.0025
24,13,-0.0025
28,14,-0.0025
46,55,-0.0025
55,63,-0.0025
66,24,-0.0025
9,20,-0.0025
9,27,-0.0025
13,17,-0.0025
16,17,-0.0025
25,21,-0.0025
27,25,-0.0025
27,61,-0.0025
43,61,-0.0025
53,23,-0.0025
54,61,-0.0025
63,18,-0.0025
66,31,-0.0025
75,16,-0.0025
76,8,-0.0025
77,49,-0.0025
5,2,-0.0025
16,61,-0.0025
43,36,-0.0025
50,17,-0.0025
57,8,-0.0025
59,24,-0.0025
61,63,-0.0025
67,46,-0.0025
72,2,-0.0025
74,39,-0.0025
7,19,-0.0026
19,54,-0.0026
25,10,-0.0026
31,0,-0.0026
33,43,-0.0026
39,23,-0.0026
53,15,-0.0026
54,43,-0.0026
55,46,-0.0026
63,60,-0.0026
73,8,-0.0026
78,1,-0.0026
78,20,-0.0026
78,29,-0.0026
0,21,-0.0026
9,22,-0.0026
14,29,-0.0026
28,41,-0.0026
35,31,-0.0026
59,14,-0.0026
59,28,-0.0026
67,6,-0.0026
68,49,-0.0026
2,27,-0.0026
6,13,-0.0026
12,49,-0.0026
18,53,-0.0026
19,35,-0.0026
22,2,-0.0026
25,30,-0.0026
29,19,-0.0026
32,39,-0.0026
38,47,-0.0026
41,50,-0.0026
42,47,-0.0026
47,47,-0.0026
50,20,-0.0026
51,35,-0.0026
57,60,-0.0026
59,16,-0.0026
63,13,-0.0026
63,15,-0.0026
63,48,-0.0026
64,2,-0.0026
68,1,-0.0026
70,44,-0.0026
73,26,-0.0026
73,31,-0.0026
3,19,-0.0026
17,27,-0.0026
19,56,-0.0026
29,17,-0.0026
52,4,-0.0026
52,21,-0.0026
55,34,-0.0026
58,38,-0.0026
63,51,-0.0026
67,3,-0.0026
70,0,-0.0026
76,18,-0.0026
12,9,-0.0026
36,30,-0.0026
46,0,-0.0026
54,41,-0.0026
55,1,-0.0026
55,62,-0.0026
58,18,-0.0026
62,63,-0.0026
74,1,-0.0026
78,38,-0.0026
8,47,-0.0026
8,54,-0.0026
13,27,-0.0026
19,13,-0.0026
19,16,-0.0026
39,60,-0.0026
44,26,-0.0026
44,36,-0.0026
46,23,-0.0026
49,57,-0.0026
55,53,-0.0026
56,23,-0.0026
59,49,-0.0026
60,22,-0.0026
64,55,-0.0026
68,14,-0.0026
69,2,-0.0026
69,56,-0.0026
2,24,-0.0027
15,24,-0.0027
18,21,-0.0027
21,36,-0.0027
21,52,-0.0027
23,24,-0.0027
45,55,-0.0027
48,55,-0.0027
55,38,-0.0027
59,63,-0.0027
60,11,-0.0027
62,23,-0.0027
64,10,-0.0027
65,14,-0.0027
66,18,-0.0027
73,32,-0.0027
