Layer,Head,Weight
30,44,-0.0057
40,5,-0.0057
42,59,-0.0057
46,6,-0.0057
52,28,-0.0057
56,29,-0.0057
59,32,-0.0057
4,2,-0.0058
8,17,-0.0058
10,30,-0.0058
10,56,-0.0058
12,61,-0.0058
13,12,-0.0058
24,57,-0.0058
28,16,-0.0058
28,39,-0.0058
36,40,-0.0058
38,25,-0.0058
45,20,-0.0058
46,10,-0.0058
56,42,-0.0058
58,23,-0.0058
64,8,-0.0058
75,26,-0.0058
75,36,-0.0058
0,30,-0.0058
2,54,-0.0058
3,21,-0.0058
12,38,-0.0058
15,38,-0.0058
20,19,-0.0058
30,13,-0.0058
31,56,-0.0058
33,15,-0.0058
35,9,-0.0058
41,26,-0.0058
43,21,-0.0058
45,51,-0.0058
48,4,-0.0058
59,1,-0.0058
61,53,-0.0058
69,32,-0.0058
70,31,-0.0058
75,30,-0.0058
2,13,-0.0058
3,17,-0.0058
7,2,-0.0058
11,18,-0.0058
12,28,-0.0058
13,53,-0.0058
24,34,-0.0058
28,27,-0.0058
39,3,-0.0058
39,38,-0.0058
45,35,-0.0058
53,16,-0.0058
54,34,-0.0058
55,5,-0.0058
58,58,-0.0058
68,31,-0.0058
1,0,-0.0059
5,12,-0.0059
5,16,-0.0059
6,23,-0.0059
17,30,-0.0059
32,30,-0.0059
36,18,-0.0059
37,38,-0.0059
41,9,-0.0059
42,50,-0.0059
43,51,-0.0059
44,42,-0.0059
45,23,-0.0059
45,56,-0.0059
47,29,-0.0059
47,41,-0.0059
52,11,-0.0059
62,14,-0.0059
64,20,-0.0059
67,12,-0.0059
68,55,-0.0059
71,12,-0.0059
0,55,-0.0059
1,48,-0.0059
27,9,-0.0059
30,34,-0.0059
37,21,-0.0059
44,18,-0.0059
46,44,-0.0059
49,17,-0.0059
55,40,-0.0059
63,21,-0.0059
66,41,-0.0059
69,53,-0.0059
2,43,-0.0059
5,53,-0.0059
10,5,-0.0059
13,1,-0.0059
20,49,-0.0059
26,20,-0.0059
47,18,-0.0059
48,45,-0.0059
49,63,-0.0059
56,0,-0.0059
59,46,-0.0059
65,12,-0.0059
68,9,-0.0059
68,34,-0.0059
69,7,-0.0059
2,39,-0.0060
5,41,-0.0060
8,30,-0.0060
10,2,-0.0060
12,2,-0.0060
17,44,-0.0060
19,38,-0.0060
26,12,-0.0060
35,7,-0.0060
44,52,-0.0060
45,54,-0.0060
46,28,-0.0060
47,33,-0.0060
48,24,-0.0060
55,26,-0.0060
62,1,-0.0060
2,0,-0.0060
3,27,-0.0060
3,30,-0.0060
4,27,-0.0060
7,50,-0.0060
8,13,-0.0060
13,42,-0.0060
17,22,-0.0060
18,62,-0.0060
25,17,-0.0060
33,6,-0.0060
42,55,-0.0060
45,26,-0.0060
46,61,-0.0060
48,17,-0.0060
48,34,-0.0060
51,31,-0.0060
53,33,-0.0060
56,31,-0.0060
58,17,-0.0060
62,47,-0.0060
66,45,-0.0060
68,33,-0.0060
75,9,-0.0060
0,53,-0.0060
6,49,-0.0060
7,8,-0.0060
11,6,-0.0060
12,53,-0.0060
15,62,-0.0060
19,63,-0.0060
24,54,-0.0060
26,58,-0.0060
36,33,-0.0060
41,20,-0.0060
46,62,-0.0060
49,55,-0.0060
52,51,-0.0060
62,19,-0.0060
69,1,-0.0060
2,1,-0.0060
8,33,-0.0060
16,19,-0.0060
17,51,-0.0060
24,45,-0.0060
38,5,-0.0060
40,52,-0.0060
42,32,-0.0060
48,33,-0.0060
60,42,-0.0060
67,58,-0.0060
77,2,-0.0060
79,32,-0.0060
3,51,-0.0061
7,27,-0.0061
7,53,-0.0061
8,11,-0.0061
10,55,-0.0061
13,7,-0.0061
15,40,-0.0061
22,0,-0.0061
24,18,-0.0061
26,46,-0.0061
37,34,-0.0061
38,60,-0.0061
40,47,-0.0061
45,34,-0.0061
50,49,-0.0061
55,0,-0.0061
67,18,-0.0061
69,25,-0.0061
76,34,-0.0061
9,49,-0.0061
22,61,-0.0061
47,3,-0.0061
48,58,-0.0061
50,45,-0.0061
56,8,-0.0061
2,59,-0.0061
3,38,-0.0061
6,34,-0.0061
11,59,-0.0061
32,57,-0.0061
36,13,-0.0061
44,17,-0.0061
59,58,-0.0061
65,50,-0.0061
68,13,-0.0061
20,40,-0.0062
22,31,-0.0062
25,23,-0.0062
34,9,-0.0062
38,16,-0.0062
49,37,-0.0062
51,36,-0.0062
53,36,-0.0062
57,53,-0.0062
66,56,-0.0062
68,3,-0.0062
75,6,-0.0062
8,15,-0.0062
9,15,-0.0062
19,42,-0.0062
31,27,-0.0062
35,37,-0.0062
36,55,-0.0062
38,10,-0.0062
45,49,-0.0062
47,21,-0.0062
47,24,-0.0062
47,62,-0.0062
50,16,-0.0062
67,2,-0.0062
70,28,-0.0062
3,4,-0.0062
5,54,-0.0062
6,36,-0.0062
9,60,-0.0062
24,12,-0.0062
24,22,-0.0062
27,59,-0.0062
34,0,-0.0062
37,10,-0.0062
38,24,-0.0062
39,18,-0.0062
39,45,-0.0062
39,56,-0.0062
53,31,-0.0062
57,43,-0.0062
73,56,-0.0062
0,62,-0.0063
1,10,-0.0063
6,30,-0.0063
13,30,-0.0063
15,58,-0.0063
19,0,-0.0063
19,18,-0.0063
38,11,-0.0063
51,18,-0.0063
54,0,-0.0063
56,40,-0.0063
60,20,-0.0063
68,25,-0.0063
78,27,-0.0063
4,43,-0.0063
11,38,-0.0063
17,59,-0.0063
20,8,-0.0063
31,13,-0.0063
32,28,-0.0063
36,1,-0.0063
42,35,-0.0063
49,35,-0.0063
55,27,-0.0063
13,51,-0.0063
14,5,-0.0063
15,53,-0.0063
20,59,-0.0063
29,31,-0.0063
29,42,-0.0063
30,37,-0.0063
62,11,-0.0063
0,22,-0.0063
5,3,-0.0063
6,59,-0.0063
7,6,-0.0063
8,24,-0.0063
14,17,-0.0063
14,23,-0.0063
14,31,-0.0063
25,43,-0.0063
26,27,-0.0063
36,25,-0.0063
49,25,-0.0063
50,26,-0.0063
67,0,-0.0063
67,27,-0.0063
67,56,-0.0063
68,27,-0.0063
8,51,-0.0064
23,63,-0.0064
27,56,-0.0064
33,47,-0.0064
36,10,-0.0064
39,15,-0.0064
43,2,-0.0064
43,5,-0.0064
44,28,-0.0064
52,53,-0.0064
70,47,-0.0064
2,21,-0.0064
4,48,-0.0064
14,24,-0.0064
20,61,-0.0064
27,45,-0.0064
28,30,-0.0064
29,2,-0.0064
31,43,-0.0064
42,62,-0.0064
51,23,-0.0064
51,58,-0.0064
65,42,-0.0064
77,12,-0.0064
4,26,-0.0064
5,4,-0.0064
8,38,-0.0064
15,16,-0.0064
27,4,-0.0064
37,27,-0.0064
42,5,-0.0064
46,15,-0.0064
48,35,-0.0064
67,19,-0.0064
7,58,-0.0065
13,56,-0.0065
17,53,-0.0065
20,46,-0.0065
23,46,-0.0065
28,4,-0.0065
28,11,-0.0065
42,40,-0.0065
5,7,-0.0065
14,3,-0.0065
16,51,-0.0065
18,6,-0.0065
20,16,-0.0065
22,63,-0.0065
26,44,-0.0065
38,2,-0.0065
42,46,-0.0065
50,13,-0.0065
50,27,-0.0065
4,14,-0.0065
7,22,-0.0065
8,49,-0.0065
11,30,-0.0065
31,39,-0.0065
47,30,-0.0065
60,25,-0.0065
61,24,-0.0065
61,56,-0.0065
73,62,-0.0065
9,52,-0.0066
44,7,-0.0066
73,42,-0.0066
12,45,-0.0066
16,7,-0.0066
24,21,-0.0066
25,16,-0.0066
26,11,-0.0066
27,30,-0.0066
27,41,-0.0066
38,30,-0.0066
39,59,-0.0066
47,26,-0.0066
56,5,-0.0066
60,56,-0.0066
66,51,-0.0066
0,56,-0.0066
13,15,-0.0066
15,47,-0.0066
29,0,-0.0066
38,17,-0.0066
43,58,-0.0066
46,24,-0.0066
48,61,-0.0066
50,18,-0.0066
70,32,-0.0066
11,3,-0.0067
13,32,-0.0067
23,0,-0.0067
29,9,-0.0067
34,4,-0.0067
40,15,-0.0067
40,58,-0.0067
41,28,-0.0067
44,32,-0.0067
49,27,-0.0067
51,16,-0.0067
53,39,-0.0067
59,13,-0.0067
1,14,-0.0067
1,42,-0.0067
14,49,-0.0067
21,63,-0.0067
23,38,-0.0067
26,33,-0.0067
34,48,-0.0067
37,39,-0.0067
39,28,-0.0067
42,0,-0.0067
49,62,-0.0067
3,41,-0.0067
20,11,-0.0067
37,44,-0.0067
50,6,-0.0067
53,1,-0.0067
54,2,-0.0067
3,48,-0.0067
7,24,-0.0067
21,56,-0.0067
35,0,-0.0067
41,38,-0.0067
56,26,-0.0067
0,14,-0.0068
0,19,-0.0068
1,46,-0.0068
6,5,-0.0068
7,14,-0.0068
12,21,-0.0068
22,8,-0.0068
40,19,-0.0068
48,0,-0.0068
66,35,-0.0068
74,12,-0.0068
9,13,-0.0068
11,27,-0.0068
18,49,-0.0068
34,49,-0.0068
49,59,-0.0068
52,60,-0.0068
68,58,-0.0068
7,60,-0.0068
22,43,-0.0068
26,22,-0.0068
65,63,-0.0068
67,43,-0.0068
16,18,-0.0069
19,14,-0.0069
21,12,-0.0069
25,41,-0.0069
35,43,-0.0069
49,12,-0.0069
6,15,-0.0069
9,10,-0.0069
16,6,-0.0069
18,55,-0.0069
18,58,-0.0069
20,12,-0.0069
21,48,-0.0069
46,32,-0.0069
0,27,-0.0069
18,50,-0.0069
22,48,-0.0069
31,38,-0.0069
42,26,-0.0069
52,34,-0.0069
59,35,-0.0069
61,29,-0.0069
27,1,-0.0070
43,15,-0.0070
50,9,-0.0070
16,26,-0.0070
17,4,-0.0070
17,24,-0.0070
39,43,-0.0070
57,34,-0.0070
0,34,-0.0070
4,19,-0.0070
20,52,-0.0070
21,43,-0.0070
28,12,-0.0070
11,32,-0.0070
17,25,-0.0070
36,38,-0.0070
61,47,-0.0070
14,27,-0.0071
14,44,-0.0071
18,38,-0.0071
25,45,-0.0071
25,56,-0.0071
30,2,-0.0071
34,61,-0.0071
51,43,-0.0071
53,19,-0.0071
75,14,-0.0071
20,30,-0.0071
25,28,-0.0071
30,59,-0.0071
32,43,-0.0071
37,22,-0.0071
10,63,-0.0071
23,44,-0.0071
29,29,-0.0071
37,23,-0.0071
25,33,-0.0072
27,2,-0.0072
34,63,-0.0072
48,31,-0.0072
58,4,-0.0072
58,62,-0.0072
5,27,-0.0072
6,55,-0.0072
10,59,-0.0072
21,10,-0.0072
25,26,-0.0072
36,19,-0.0072
74,10,-0.0072
20,38,-0.0072
23,14,-0.0072
23,25,-0.0072
30,21,-0.0072
50,12,-0.0072
8,41,-0.0073
14,9,-0.0073
20,56,-0.0073
21,35,-0.0073
37,5,-0.0073
38,38,-0.0073
43,4,-0.0073
48,52,-0.0073
57,48,-0.0073
58,12,-0.0073
26,7,-0.0073
39,58,-0.0073
61,3,-0.0073
61,30,-0.0073
67,53,-0.0073
2,61,-0.0073
3,16,-0.0073
17,39,-0.0073
40,7,-0.0073
41,5,-0.0073
7,12,-0.0074
19,3,-0.0074
20,17,-0.0074
25,22,-0.0074
50,15,-0.0074
50,32,-0.0074
56,38,-0.0074
77,1,-0.0074
3,7,-0.0074
19,45,-0.0074
21,49,-0.0074
75,50,-0.0074
34,35,-0.0074
39,37,-0.0074
49,8,-0.0074
16,56,-0.0074
17,43,-0.0074
22,27,-0.0074
26,53,-0.0074
47,43,-0.0074
51,24,-0.0074
17,23,-0.0075
41,12,-0.0075
51,63,-0.0075
54,15,-0.0075
18,28,-0.0075
4,62,-0.0075
52,27,-0.0075
15,56,-0.0076
28,50,-0.0076
72,54,-0.0076
73,11,-0.0076
75,37,-0.0076
28,3,-0.0076
17,50,-0.0076
23,41,-0.0076
32,31,-0.0077
77,23,-0.0077
78,55,-0.0077
29,10,-0.0077
31,4,-0.0077
41,59,-0.0077
45,62,-0.0077
47,14,-0.0077
56,9,-0.0077
1,34,-0.0077
27,60,-0.0078
31,51,-0.0078
43,19,-0.0078
52,19,-0.0078
66,2,-0.0078
79,2,-0.0078
18,0,-0.0078
33,14,-0.0078
33,51,-0.0078
37,30,-0.0078
37,41,-0.0078
3,36,-0.0079
8,42,-0.0079
12,6,-0.0079
31,22,-0.0079
45,2,-0.0079
1,47,-0.0079
23,16,-0.0079
23,39,-0.0079
28,13,-0.0079
29,12,-0.0079
29,62,-0.0079
32,37,-0.0079
34,55,-0.0079
49,52,-0.0079
4,38,-0.0080
43,23,-0.0080
57,57,-0.0080
61,0,-0.0080
12,54,-0.0081
18,13,-0.0081
19,53,-0.0081
21,57,-0.0081
24,36,-0.0081
25,7,-0.0081
28,15,-0.0081
33,42,-0.0081
5,15,-0.0081
29,24,-0.0081
19,6,-0.0082
29,52,-0.0082
40,2,-0.0082
41,35,-0.0082
10,47,-0.0083
13,24,-0.0083
35,59,-0.0083
47,9,-0.0083
66,1,-0.0083
21,54,-0.0084
26,30,-0.0084
29,8,-0.0084
34,18,-0.0084
39,35,-0.0084
4,15,-0.0084
24,62,-0.0084
35,5,-0.0084
31,46,-0.0085
41,48,-0.0085
57,32,-0.0085
18,26,-0.0085
27,62,-0.0085
31,30,-0.0085
33,8,-0.0085
40,26,-0.0085
58,0,-0.0086
71,1,-0.0086
77,44,-0.0086
15,25,-0.0087
16,59,-0.0087
31,61,-0.0087
23,43,-0.0087
34,3,-0.0088
34,6,-0.0088
30,8,-0.0089
30,26,-0.0089
35,26,-0.0089
74,26,-0.0089
36,54,-0.0089
37,25,-0.0089
39,36,-0.0089
24,7,-0.0090
49,7,-0.0090
55,11,-0.0090
32,51,-0.0092
34,28,-0.0092
36,52,-0.0092
37,1,-0.0092
29,60,-0.0092
67,62,-0.0092
26,51,-0.0093
29,18,-0.0093
35,23,-0.0093
37,9,-0.0093
44,63,-0.0093
76,56,-0.0093
31,41,-0.0094
52,32,-0.0094
63,62,-0.0095
30,4,-0.0095
33,40,-0.0096
30,48,-0.0096
41,16,-0.0096
41,34,-0.0096
43,10,-0.0096
26,36,-0.0097
27,34,-0.0099
36,48,-0.0099
37,4,-0.0099
22,16,-0.0099
75,34,-0.0099
33,19,-0.0100
35,40,-0.0100
22,38,-0.0101
77,5,-0.0101
75,7,-0.0103
26,13,-0.0104
35,49,-0.0104
33,2,-0.0104
18,8,-0.0106
19,37,-0.0106
22,11,-0.0107
29,59,-0.0107
39,9,-0.0107
34,43,-0.0108
37,36,-0.0108
30,54,-0.0110
18,16,-0.0111
21,59,-0.0111
34,42,-0.0111
42,31,-0.0111
78,2,-0.0111
35,28,-0.0112
35,34,-0.0114
33,23,-0.0115
39,40,-0.0115
20,55,-0.0116
24,0,-0.0117
30,3,-0.0118
76,6,-0.0118
39,47,-0.0118
45,1,-0.0118
32,48,-0.0120
29,61,-0.0121
31,40,-0.0123
32,23,-0.0123
35,58,-0.0125
25,32,-0.0125
33,41,-0.0125
35,45,-0.0128
41,23,-0.0129
34,34,-0.0129
38,49,-0.0129
27,10,-0.0130
35,36,-0.0131
35,17,-0.0134
30,51,-0.0135
33,36,-0.0135
25,59,-0.0136
23,13,-0.0139
31,9,-0.0141
34,12,-0.0141
19,29,-0.0143
35,42,-0.0144
28,43,-0.0145
26,26,-0.0146
38,23,-0.0146
23,5,-0.0147
37,0,-0.0148
33,21,-0.0150
25,62,-0.0153
32,19,-0.0155
75,18,-0.0156
34,7,-0.0156
22,51,-0.0160
25,36,-0.0161
31,29,-0.0161
31,35,-0.0161
16,35,-0.0162
33,30,-0.0165
41,21,-0.0165
27,31,-0.0166
33,0,-0.0166
35,19,-0.0167
43,22,-0.0168
28,2,-0.0171
73,10,-0.0171
19,52,-0.0176
38,54,-0.0179
35,20,-0.0181
23,10,-0.0182
38,63,-0.0182
33,39,-0.0183
29,48,-0.0187
30,6,-0.0188
77,47,-0.0192
31,31,-0.0193
31,58,-0.0193
25,15,-0.0194
41,62,-0.0194
17,14,-0.0197
79,8,-0.0205
41,58,-0.0209
24,3,-0.0212
36,5,-0.0214
35,18,-0.0216
33,38,-0.0221
22,50,-0.0222
28,22,-0.0223
32,0,-0.0227
36,2,-0.0227
36,20,-0.0229
27,17,-0.0243
36,16,-0.0253
38,50,-0.0253
21,38,-0.0265
43,14,-0.0265
33,34,-0.0269
31,7,-0.0270
27,23,-0.0273
37,3,-0.0280
24,50,-0.0325
34,50,-0.0325
33,54,-0.0337
33,10,-0.0339
38,59,-0.0339
52,55,-0.0342
31,16,-0.0388
34,46,-0.0408
41,63,-0.0413
25,8,-0.0688
34,29,-0.0864
38,21,-0.0928
