Layer,Head,Weight
11,24,0.0020
21,13,0.0020
17,2,0.0020
8,10,0.0019
7,15,0.0019
6,28,0.0019
10,25,0.0019
8,2,0.0019
20,12,0.0018
22,4,0.0018
31,0,0.0018
21,0,0.0018
29,21,0.0018
16,12,0.0018
6,3,0.0017
13,19,0.0017
8,3,0.0017
11,13,0.0017
17,10,0.0017
12,26,0.0017
10,18,0.0017
20,22,0.0017
15,8,0.0017
22,30,0.0016
6,25,0.0016
10,29,0.0016
14,14,0.0016
24,21,0.0015
7,12,0.0015
14,10,0.0015
15,12,0.0015
14,1,0.0015
28,9,0.0015
8,21,0.0014
30,18,0.0014
29,10,0.0014
30,8,0.0014
5,10,0.0014
26,21,0.0014
28,29,0.0013
7,6,0.0013
7,3,0.0013
27,21,0.0013
31,26,0.0013
29,24,0.0013
18,8,0.0013
7,18,0.0013
8,16,0.0012
29,20,0.0012
7,21,0.0012
9,23,0.0012
24,24,0.0012
16,27,0.0011
13,10,0.0011
24,26,0.0011
11,3,0.0011
17,21,0.0011
28,5,0.0011
22,28,0.0010
2,12,0.0010
7,26,0.0009
0,8,0.0009
1,0,0.0009
21,1,0.0009
22,19,0.0009
3,22,0.0009
25,22,0.0009
1,25,0.0009
9,30,0.0008
1,28,0.0008
16,10,0.0008
18,25,0.0008
21,20,0.0008
7,8,0.0008
1,3,0.0008
16,11,0.0008
20,31,0.0008
7,25,0.0008
27,5,0.0008
25,1,0.0008
27,10,0.0008
17,20,0.0007
29,2,0.0007
19,25,0.0007
11,31,0.0007
15,3,0.0007
24,5,0.0007
1,29,0.0007
19,12,0.0007
8,29,0.0007
31,7,0.0006
31,17,0.0006
28,2,0.0006
12,18,0.0006
21,16,0.0006
1,18,0.0006
10,21,0.0006
21,17,0.0006
14,3,0.0005
1,9,0.0005
29,3,0.0005
7,30,0.0005
1,15,0.0005
9,9,0.0005
0,19,0.0005
16,13,0.0005
17,15,0.0005
20,28,0.0005
4,6,0.0005
0,27,0.0005
30,23,0.0005
26,0,0.0005
20,16,0.0005
9,1,0.0005
20,29,0.0005
10,20,0.0004
27,27,0.0004
25,2,0.0004
2,19,0.0004
20,20,0.0004
20,15,0.0004
24,11,0.0004
29,30,0.0004
23,30,0.0004
0,5,0.0004
24,8,0.0004
16,22,0.0004
3,9,0.0004
5,25,0.0004
9,8,0.0003
8,31,0.0003
31,10,0.0003
20,6,0.0003
1,8,0.0003
20,3,0.0003
21,21,0.0003
15,15,0.0003
4,16,0.0003
6,29,0.0003
9,20,0.0003
8,5,0.0003
29,0,0.0003
29,4,0.0003
0,13,0.0003
27,8,0.0003
24,0,0.0003
25,30,0.0003
0,15,0.0002
10,31,0.0002
27,19,0.0002
29,17,0.0002
1,16,0.0002
6,20,0.0002
1,10,0.0002
18,27,0.0002
5,11,0.0002
4,1,0.0002
31,28,0.0002
23,9,0.0002
31,16,0.0002
16,26,0.0002
9,31,0.0002
1,1,0.0002
8,11,0.0002
27,9,0.0002
1,21,0.0002
7,23,0.0002
9,26,0.0002
10,23,0.0002
23,7,0.0002
26,25,0.0002
6,13,0.0001
22,22,0.0001
24,28,0.0001
6,27,0.0001
30,4,0.0001
6,8,0.0001
6,11,0.0001
8,7,0.0001
8,19,0.0001
19,31,0.0001
31,23,0.0001
10,30,0.0001
27,24,0.0001
0,30,0.0001
24,13,0.0001
4,30,0.0001
1,5,0.0000
11,15,0.0000
4,2,0.0000
18,17,0.0000
5,13,0.0000
18,21,0.0000
20,5,0.0000
23,1,0.0000
3,29,0.0000
8,28,0.0000
4,15,0.0000
24,30,0.0000
0,31,0.0000
2,7,-0.0000
29,13,-0.0000
22,15,-0.0000
22,5,-0.0000
23,26,-0.0000
28,31,-0.0000
26,8,-0.0000
1,24,-0.0000
3,1,-0.0000
3,8,-0.0000
3,15,-0.0000
4,21,-0.0000
5,24,-0.0000
29,27,-0.0000
3,23,-0.0000
26,5,-0.0000
5,7,-0.0000
24,23,-0.0000
28,28,-0.0000
27,25,-0.0001
0,29,-0.0001
3,25,-0.0001
2,18,-0.0001
4,23,-0.0001
1,30,-0.0001
29,1,-0.0001
1,14,-0.0001
7,28,-0.0001
27,26,-0.0001
12,6,-0.0001
1,26,-0.0001
6,10,-0.0001
25,26,-0.0001
19,30,-0.0001
20,7,-0.0001
4,25,-0.0001
3,5,-0.0001
5,22,-0.0001
1,23,-0.0001
5,6,-0.0001
22,25,-0.0001
6,21,-0.0001
0,0,-0.0002
3,28,-0.0002
23,17,-0.0002
3,2,-0.0002
6,22,-0.0002
29,7,-0.0002
3,0,-0.0002
2,26,-0.0002
27,12,-0.0002
2,11,-0.0002
3,20,-0.0002
6,16,-0.0002
16,24,-0.0002
3,7,-0.0002
4,0,-0.0002
23,13,-0.0002
28,30,-0.0002
0,17,-0.0002
5,21,-0.0002
0,12,-0.0002
20,19,-0.0002
23,18,-0.0002
0,4,-0.0002
5,9,-0.0002
4,12,-0.0003
29,18,-0.0003
26,9,-0.0003
6,6,-0.0003
8,12,-0.0003
31,19,-0.0003
0,26,-0.0003
8,8,-0.0003
29,23,-0.0003
20,30,-0.0003
26,16,-0.0003
21,23,-0.0003
5,14,-0.0003
0,22,-0.0003
30,7,-0.0003
24,7,-0.0003
30,10,-0.0003
4,24,-0.0003
23,8,-0.0003
23,3,-0.0003
28,26,-0.0003
0,25,-0.0003
8,30,-0.0003
8,15,-0.0003
1,27,-0.0003
8,18,-0.0003
25,19,-0.0003
16,4,-0.0003
30,19,-0.0003
30,11,-0.0003
0,18,-0.0003
22,20,-0.0004
28,24,-0.0004
27,31,-0.0004
0,23,-0.0004
4,29,-0.0004
2,31,-0.0004
9,12,-0.0004
20,11,-0.0004
24,29,-0.0004
3,3,-0.0004
22,23,-0.0004
1,13,-0.0004
7,10,-0.0004
27,13,-0.0004
5,1,-0.0004
23,24,-0.0004
5,18,-0.0004
2,3,-0.0004
24,22,-0.0004
29,11,-0.0004
3,13,-0.0004
29,12,-0.0004
0,20,-0.0004
17,30,-0.0005
28,6,-0.0005
17,0,-0.0005
3,27,-0.0005
29,19,-0.0005
29,22,-0.0005
27,17,-0.0005
27,18,-0.0005
30,17,-0.0005
0,7,-0.0005
23,28,-0.0005
23,15,-0.0005
24,6,-0.0005
26,20,-0.0005
16,8,-0.0005
2,1,-0.0005
2,30,-0.0005
4,19,-0.0005
20,25,-0.0005
24,4,-0.0005
19,10,-0.0005
27,3,-0.0005
4,9,-0.0005
18,9,-0.0005
19,24,-0.0005
2,6,-0.0005
1,6,-0.0005
4,20,-0.0005
4,14,-0.0006
6,24,-0.0006
15,21,-0.0006
22,6,-0.0006
5,16,-0.0006
24,9,-0.0006
31,8,-0.0006
8,17,-0.0006
17,19,-0.0006
6,18,-0.0006
2,23,-0.0006
18,18,-0.0006
0,3,-0.0006
1,7,-0.0006
1,22,-0.0006
18,15,-0.0006
25,31,-0.0006
0,9,-0.0006
6,17,-0.0006
29,15,-0.0006
0,14,-0.0006
2,10,-0.0006
7,9,-0.0006
8,20,-0.0006
18,13,-0.0006
5,2,-0.0006
29,6,-0.0006
29,16,-0.0006
3,24,-0.0006
5,4,-0.0006
21,22,-0.0006
31,3,-0.0006
5,29,-0.0006
20,2,-0.0006
30,3,-0.0006
19,28,-0.0006
4,13,-0.0007
2,16,-0.0007
3,14,-0.0007
4,22,-0.0007
1,17,-0.0007
24,12,-0.0007
25,27,-0.0007
26,17,-0.0007
30,5,-0.0007
3,30,-0.0007
20,23,-0.0007
9,22,-0.0007
8,25,-0.0007
3,4,-0.0007
4,11,-0.0007
16,9,-0.0007
0,21,-0.0007
5,5,-0.0007
5,28,-0.0007
23,11,-0.0007
12,13,-0.0007
28,19,-0.0007
6,4,-0.0007
20,4,-0.0007
21,18,-0.0007
28,1,-0.0007
5,12,-0.0007
5,26,-0.0007
5,15,-0.0007
25,0,-0.0007
28,16,-0.0007
23,19,-0.0008
28,7,-0.0008
2,9,-0.0008
4,3,-0.0008
8,14,-0.0008
11,21,-0.0008
23,10,-0.0008
18,1,-0.0008
3,26,-0.0008
28,22,-0.0008
0,6,-0.0008
23,14,-0.0008
24,31,-0.0008
31,18,-0.0008
22,7,-0.0008
25,29,-0.0008
27,15,-0.0008
11,20,-0.0008
26,4,-0.0008
1,11,-0.0009
7,5,-0.0009
25,24,-0.0009
1,2,-0.0009
25,28,-0.0009
3,16,-0.0009
3,6,-0.0009
13,15,-0.0009
25,3,-0.0009
3,17,-0.0009
7,19,-0.0009
23,2,-0.0009
29,14,-0.0009
0,1,-0.0009
4,4,-0.0009
19,4,-0.0009
23,29,-0.0009
26,30,-0.0009
0,10,-0.0009
0,24,-0.0009
25,25,-0.0009
27,20,-0.0009
6,9,-0.0009
12,21,-0.0009
3,11,-0.0009
2,27,-0.0010
27,6,-0.0010
17,23,-0.0010
26,26,-0.0010
4,26,-0.0010
25,10,-0.0010
6,26,-0.0010
3,21,-0.0010
7,17,-0.0010
10,28,-0.0010
18,6,-0.0010
25,5,-0.0010
29,29,-0.0010
28,8,-0.0010
22,13,-0.0010
2,29,-0.0010
19,6,-0.0010
27,11,-0.0010
4,31,-0.0011
21,11,-0.0011
26,19,-0.0011
6,12,-0.0011
29,26,-0.0011
18,3,-0.0011
3,18,-0.0011
4,8,-0.0011
6,0,-0.0011
21,30,-0.0011
24,15,-0.0011
2,15,-0.0011
4,18,-0.0011
31,4,-0.0011
26,18,-0.0011
1,12,-0.0011
4,17,-0.0011
25,8,-0.0011
2,14,-0.0011
4,10,-0.0011
5,3,-0.0011
7,31,-0.0011
1,4,-0.0011
17,4,-0.0011
2,5,-0.0011
6,7,-0.0011
7,29,-0.0012
21,7,-0.0012
21,28,-0.0012
27,23,-0.0012
0,2,-0.0012
6,1,-0.0012
7,24,-0.0012
22,26,-0.0012
5,23,-0.0012
3,12,-0.0012
3,31,-0.0012
30,20,-0.0012
2,24,-0.0012
22,21,-0.0012
24,3,-0.0012
2,2,-0.0013
7,1,-0.0013
17,28,-0.0013
19,7,-0.0013
15,4,-0.0013
23,31,-0.0013
5,17,-0.0013
28,4,-0.0013
2,4,-0.0013
2,17,-0.0013
7,16,-0.0013
9,21,-0.0013
23,25,-0.0013
6,23,-0.0013
4,27,-0.0013
3,10,-0.0013
27,7,-0.0014
9,10,-0.0014
14,30,-0.0014
2,0,-0.0014
6,30,-0.0014
18,0,-0.0014
4,28,-0.0014
27,4,-0.0014
4,5,-0.0014
18,7,-0.0014
25,9,-0.0014
19,29,-0.0014
2,13,-0.0014
23,0,-0.0014
24,2,-0.0014
29,28,-0.0014
3,19,-0.0014
4,7,-0.0014
19,22,-0.0015
26,11,-0.0015
16,14,-0.0015
2,28,-0.0015
7,13,-0.0015
19,26,-0.0015
5,30,-0.0015
12,19,-0.0015
24,25,-0.0015
19,21,-0.0015
2,25,-0.0015
26,31,-0.0015
22,24,-0.0016
1,20,-0.0016
5,19,-0.0016
2,21,-0.0016
22,12,-0.0016
26,6,-0.0016
29,5,-0.0016
25,7,-0.0016
6,5,-0.0016
19,27,-0.0016
5,31,-0.0016
14,26,-0.0016
26,24,-0.0016
2,22,-0.0016
10,1,-0.0016
11,1,-0.0017
2,20,-0.0017
25,6,-0.0017
2,8,-0.0017
20,17,-0.0017
29,9,-0.0017
7,14,-0.0017
20,26,-0.0017
1,19,-0.0018
5,27,-0.0018
16,31,-0.0018
19,5,-0.0018
0,28,-0.0018
8,27,-0.0018
18,31,-0.0018
21,6,-0.0018
21,24,-0.0018
24,20,-0.0018
1,31,-0.0018
25,12,-0.0018
17,1,-0.0019
17,22,-0.0019
6,14,-0.0019
23,16,-0.0019
31,21,-0.0019
24,10,-0.0019
26,12,-0.0019
30,14,-0.0020
5,0,-0.0020
28,27,-0.0020
0,11,-0.0020
5,20,-0.0020
6,15,-0.0020
7,20,-0.0020
12,31,-0.0021
21,29,-0.0021
9,24,-0.0021
16,5,-0.0021
0,16,-0.0021
8,23,-0.0021
10,17,-0.0021
26,27,-0.0021
24,14,-0.0022
28,21,-0.0022
6,19,-0.0022
14,23,-0.0022
22,2,-0.0023
25,16,-0.0023
8,24,-0.0023
19,17,-0.0023
7,27,-0.0023
20,24,-0.0023
26,14,-0.0023
18,11,-0.0023
28,20,-0.0023
31,29,-0.0023
25,13,-0.0024
25,14,-0.0024
10,13,-0.0024
30,2,-0.0025
15,31,-0.0025
16,15,-0.0025
31,27,-0.0026
11,14,-0.0026
22,18,-0.0026
25,20,-0.0027
26,29,-0.0027
20,10,-0.0027
13,12,-0.0027
20,13,-0.0028
11,19,-0.0028
10,27,-0.0028
22,31,-0.0028
10,11,-0.0029
8,0,-0.0029
8,4,-0.0029
19,18,-0.0029
23,12,-0.0029
7,2,-0.0029
17,11,-0.0029
20,21,-0.0030
11,9,-0.0030
25,17,-0.0030
7,4,-0.0030
8,13,-0.0030
7,7,-0.0031
16,23,-0.0031
23,23,-0.0031
27,16,-0.0031
20,0,-0.0031
30,30,-0.0031
12,9,-0.0033
15,23,-0.0034
19,1,-0.0034
28,18,-0.0034
19,9,-0.0034
12,4,-0.0035
7,11,-0.0036
13,7,-0.0036
14,5,-0.0036
24,17,-0.0036
14,13,-0.0037
9,17,-0.0038
23,27,-0.0038
24,18,-0.0038
14,18,-0.0038
18,30,-0.0039
7,0,-0.0040
22,14,-0.0040
11,4,-0.0041
9,14,-0.0041
17,9,-0.0042
29,8,-0.0042
23,6,-0.0042
12,24,-0.0042
28,11,-0.0043
24,16,-0.0043
23,5,-0.0044
30,12,-0.0044
21,8,-0.0044
22,0,-0.0044
27,22,-0.0045
20,14,-0.0045
18,24,-0.0046
30,21,-0.0046
10,0,-0.0046
9,18,-0.0047
11,18,-0.0047
18,4,-0.0047
19,0,-0.0048
26,22,-0.0048
10,24,-0.0049
22,10,-0.0049
30,29,-0.0050
18,5,-0.0050
27,30,-0.0050
30,1,-0.0051
31,30,-0.0051
25,4,-0.0051
9,28,-0.0052
13,2,-0.0053
13,9,-0.0053
13,11,-0.0054
14,2,-0.0054
17,31,-0.0055
15,22,-0.0055
31,25,-0.0055
17,12,-0.0056
12,25,-0.0057
30,26,-0.0057
9,0,-0.0057
23,22,-0.0057
26,13,-0.0057
31,20,-0.0060
21,12,-0.0060
21,31,-0.0060
12,30,-0.0061
13,17,-0.0061
15,29,-0.0062
12,5,-0.0065
11,23,-0.0067
25,15,-0.0067
11,26,-0.0068
28,13,-0.0068
15,0,-0.0069
26,3,-0.0073
12,20,-0.0074
11,7,-0.0074
19,14,-0.0074
15,10,-0.0075
22,8,-0.0076
21,15,-0.0077
18,19,-0.0080
22,1,-0.0081
11,27,-0.0082
16,21,-0.0084
11,5,-0.0085
28,0,-0.0085
23,20,-0.0088
30,15,-0.0089
13,3,-0.0089
18,10,-0.0090
12,2,-0.0092
17,3,-0.0092
21,25,-0.0094
29,31,-0.0096
22,27,-0.0096
25,18,-0.0097
9,5,-0.0100
21,14,-0.0100
10,4,-0.0102
15,11,-0.0103
14,16,-0.0104
14,9,-0.0104
15,26,-0.0107
30,24,-0.0107
13,1,-0.0110
15,27,-0.0125
15,14,-0.0127
21,26,-0.0130
17,26,-0.0139
13,14,-0.0140
13,18,-0.0140
19,8,-0.0151
20,27,-0.0151
14,31,-0.0156
15,13,-0.0157
13,26,-0.0162
24,27,-0.0164
10,10,-0.0165
20,9,-0.0168
13,5,-0.0171
12,12,-0.0181
31,1,-0.0181
19,20,-0.0199
31,13,-0.0199
16,16,-0.0200
19,3,-0.0204
18,23,-0.0214
18,16,-0.0227
16,3,-0.0244
17,25,-0.0245
25,21,-0.0247
18,20,-0.0253
22,11,-0.0253
16,0,-0.0284
17,24,-0.0304
17,6,-0.0334
14,28,-0.0376
13,28,-0.0381
20,1,-0.0391
14,7,-0.0479
13,25,-0.0579
21,3,-0.0771
15,6,-0.0879
10,6,-0.0947
15,18,-0.1553
16,30,-0.2314
