layer,head,relation_verbal
21,13,0.08183655887842178
21,14,0.055861663073301315
21,15,0.061542510986328125
21,16,0.10340352356433868
21,17,0.109698586165905
21,18,0.11263080686330795
21,19,0.07255534827709198
21,20,0.06836547702550888
21,21,0.001408248906955123
21,22,0.02762233093380928
21,23,0.04672263190150261
21,24,0.20054659247398376
21,25,0.3134523034095764
21,26,0.01264617033302784
21,27,0.28215503692626953
21,28,0.10635305196046829
21,29,0.18066000938415527
21,30,0.16833242774009705
21,31,0.07224607467651367
22,0,0.1251906454563141
22,1,0.10318969935178757
22,2,0.09033242613077164
22,3,0.15922917425632477
22,4,0.024867061525583267
22,5,-0.007680630311369896
22,6,0.03265370801091194
22,7,0.014122828841209412
22,8,0.0059495894238352776
22,9,0.03684078902006149
22,10,0.0982891172170639
22,11,0.04154880344867706
22,12,0.07126025855541229
22,13,0.00875632930546999
22,14,0.06201126053929329
22,15,0.0634688213467598
22,16,0.06948348879814148
22,17,-0.01508556492626667
22,18,0.03430523723363876
22,19,0.03758658841252327
22,20,0.036561887711286545
22,21,0.10162930190563202
22,22,0.16753405332565308
22,23,0.2168484330177307
22,24,0.19996066391468048
22,25,0.2187155932188034
22,26,0.04827119782567024
22,27,0.06433027982711792
22,28,0.12387659400701523
22,29,0.22279560565948486
22,30,0.12389875948429108
22,31,0.1301691234111786
23,0,0.10354045778512955
23,1,0.027791079133749008
23,2,0.00010141141683561727
23,3,-0.010580099187791348
23,4,0.03975943103432655
23,5,0.06299876421689987
23,6,0.014705277048051357
23,7,0.16073782742023468
23,8,0.09756303578615189
23,9,0.1449865847826004
23,10,0.12661662697792053
23,11,0.04365518316626549
23,12,0.0644664317369461
23,13,0.08331488072872162
23,14,-0.010001573711633682
23,15,0.1627727895975113
23,16,0.11590510606765747
23,17,0.17007118463516235
23,18,0.16586905717849731
23,19,0.1792983114719391
23,20,0.1452960968017578
23,21,0.24050071835517883
23,22,0.1464480310678482
23,23,0.2817956209182739
23,24,0.2222857028245926
23,25,0.12817122042179108
23,26,0.08018618822097778
23,27,0.09057409316301346
23,28,0.09613802284002304
23,29,0.11211375892162323
23,30,0.13308501243591309
23,31,0.11899156123399734
24,0,0.00022101428476162255
24,1,0.026936229318380356
24,2,0.10447519272565842
24,3,0.10713016986846924
24,4,0.04341016709804535
24,5,-0.005594807211309671
24,6,0.0413447842001915
24,7,0.0011808909475803375
24,8,0.09041085094213486
24,9,0.05903788283467293
24,10,0.04315967112779617
24,11,0.05549123138189316
24,12,0.008200232870876789
24,13,0.059520989656448364
24,14,0.04209638014435768
24,15,0.03442276269197464
24,16,0.0565754733979702
24,17,0.04434807598590851
24,18,0.06261740624904633
24,19,0.10825140029191971
24,20,0.08908223360776901
24,21,0.21201607584953308
24,22,0.035753313452005386
24,23,0.09671765565872192
24,24,0.01336013711988926
24,25,-0.02187579683959484
24,26,-0.0018824662547558546
24,27,0.09488989412784576
24,28,0.13057634234428406
24,29,0.0437861792743206
24,30,0.14016863703727722
24,31,-0.016090188175439835
25,0,-0.04572485014796257
25,1,0.04086817055940628
25,2,-0.1150130033493042
25,3,0.02357845939695835
25,4,0.06880894303321838
25,5,0.04676574468612671
25,6,0.059497442096471786
25,7,0.06001118943095207
25,8,0.08065473288297653
25,9,0.04882459342479706
25,10,-0.029995298013091087
25,11,0.14279893040657043
25,12,0.060538243502378464
25,13,0.06076544150710106
25,14,0.05389856919646263
25,15,0.0424630381166935
25,16,0.32767295837402344
25,17,0.20896796882152557
25,18,0.15935228765010834
25,19,0.23143969476222992
25,20,0.19417203962802887
25,21,0.08164229243993759
25,22,-0.043419480323791504
25,23,0.11180809140205383
25,24,0.08673833310604095
25,25,0.17844386398792267
25,26,0.09250009059906006
25,27,0.0803275927901268
25,28,0.06881527602672577
25,29,0.06211955100297928
25,30,0.014914003200829029
25,31,0.06973142921924591
26,0,0.12017664313316345
26,1,0.0861513763666153
26,2,-0.057601507753133774
26,3,0.1376933753490448
26,4,-0.04810201749205589
26,5,-0.007030717097222805
26,6,0.022581085562705994
26,7,0.047724295407533646
26,8,-0.003935076761990786
26,9,0.046147141605615616
26,10,0.13319368660449982
26,11,-0.00586853688582778
26,12,0.010389111936092377
26,13,0.0941857248544693
26,14,-0.020171232521533966
26,15,0.10515078902244568
26,16,0.030606266111135483
26,17,0.046112727373838425
26,18,0.05639257654547691
26,19,0.1279652714729309
26,20,0.020010732114315033
26,21,0.1377735435962677
26,22,0.09913139790296555
26,23,0.1331290602684021
26,24,0.14081668853759766
26,25,0.0341486819088459
26,26,0.002781395334750414
26,27,0.09393460303544998
26,28,0.16444657742977142
26,29,0.04231350123882294
26,30,0.09979783743619919
26,31,-0.01494300551712513
27,0,0.23174093663692474
27,1,0.23732000589370728
27,2,0.2104162871837616
27,3,0.09019657969474792
27,4,-0.009986275807023048
27,5,0.030843010172247887
27,6,0.05329104885458946
27,7,0.04302656650543213
27,8,0.1392705887556076
27,9,0.23148541152477264
27,10,0.018817590549588203
27,11,0.08430546522140503
27,12,-0.008913546800613403
27,13,0.03035135753452778
27,14,0.03501489758491516
27,15,0.06304138898849487
27,16,0.030919170007109642
27,17,0.026968171820044518
27,18,0.16638745367527008
27,19,0.017560893669724464
27,20,0.08421464264392853
27,21,0.1112513542175293
27,22,0.03918280825018883
27,23,0.029250111430883408
27,24,0.05633201077580452
27,25,0.0304167028516531
27,26,0.027747586369514465
27,27,0.01824026182293892
27,28,0.0923462063074112
27,29,0.0338720940053463
27,30,0.09798288345336914
27,31,0.059734560549259186
28,0,0.07609455287456512
28,1,0.1255577653646469
28,2,0.07774797081947327
28,3,0.17197000980377197
28,4,-0.013245313428342342
28,5,0.062053173780441284
28,6,0.03843960165977478
28,7,0.0027267723344266415
28,8,0.07029075175523758
28,9,0.18285733461380005
28,10,0.12144438177347183
28,11,0.06738810986280441
28,12,0.16430063545703888
28,13,0.01576041802763939
28,14,0.1724402904510498
28,15,0.06591631472110748
28,16,0.09963805228471756
28,17,0.09834863990545273
28,18,0.12214845418930054
28,19,0.016325337812304497
28,20,0.08078400790691376
28,21,0.11751467734575272
28,22,-0.03606598451733589
28,23,0.13198532164096832
28,24,0.05853916332125664
28,25,0.13412542641162872
28,26,0.10045687109231949
28,27,0.004780133254826069
28,28,0.17368246614933014
28,29,0.017401643097400665
28,30,0.006959137972444296
28,31,-0.017960133031010628
29,0,0.08227074146270752
29,1,-0.010446063242852688
29,2,-0.022054022178053856
29,3,0.002784034702926874
29,4,-0.02300417795777321
29,5,-0.015360582619905472
29,6,0.020510217174887657
29,7,0.1570623368024826
29,8,0.051303278654813766
29,9,0.019231244921684265
29,10,0.06577440351247787
29,11,0.06197004020214081
29,12,-0.0008547227480448782
29,13,0.004090162459760904
29,14,0.1365581601858139
29,15,0.004895689897239208
29,16,0.011398157104849815
29,17,0.06689015030860901
29,18,-0.017269525676965714
29,19,-0.0015254606259986758
29,20,-0.03200332447886467
29,21,-0.034177571535110474
29,22,-0.06253816187381744
29,23,0.07091852277517319
29,24,0.002993092406541109
29,25,0.12310155481100082
29,26,0.17999309301376343
29,27,0.19260819256305695
29,28,0.1898634433746338
29,29,0.07081683725118637
29,30,0.16292351484298706
29,31,0.1144336685538292
30,0,0.09192855656147003
30,1,0.15986226499080658
30,2,0.0898854061961174
30,3,-0.12479524314403534
30,4,-0.04555249214172363
30,5,-0.019316481426358223
30,6,0.04844887927174568
30,7,0.0289552491158247
30,8,0.07534274458885193
30,9,0.06604790687561035
30,10,0.1028580367565155
30,11,-0.0006684995023533702
30,12,0.12459241598844528
30,13,0.14877629280090332
30,14,0.09843585640192032
30,15,0.09027061611413956
30,16,0.023118915036320686
30,17,0.024604300037026405
30,18,0.02570020593702793
30,19,0.10224094986915588
30,20,0.04506911709904671
30,21,-0.02146887220442295
30,22,0.04229259118437767
30,23,-0.0030414380598813295
30,24,0.09820957481861115
30,25,0.07704831659793854
30,26,0.06278704106807709
30,27,0.080973781645298
30,28,0.1788109987974167
30,29,0.07533754408359528
30,30,0.01242544874548912
30,31,0.11120910197496414
31,0,0.17322306334972382
31,1,0.1816556304693222
31,2,0.17271360754966736
31,3,0.19228196144104004
31,4,0.09225752204656601
31,5,0.10189635306596756
31,6,0.12308751046657562
31,7,0.11416808515787125
31,8,0.04007245600223541
31,9,0.13146759569644928
31,10,-0.004820483736693859
31,11,0.09234315901994705
31,12,0.1137082651257515
31,13,0.1330259144306183
31,14,0.04354340583086014
31,15,-0.024111570790410042
31,16,-0.013661958277225494
31,17,0.0157393217086792
31,18,0.14108850061893463
31,19,-0.005283487029373646
31,20,0.013537564314901829
31,21,-0.00964723527431488
31,22,0.01672130450606346
31,23,0.062337495386600494
31,24,0.04824114963412285
31,25,0.03365815803408623
31,26,0.09521270543336868
31,27,-0.007544110529124737
31,28,0.18752332031726837
31,29,0.06955966353416443
31,30,0.1329575479030609
31,31,0.18252423405647278
