Layer,Head,Weight
26,5,-0.0005
17,37,-0.0005
71,36,-0.0005
51,4,-0.0005
55,48,-0.0005
64,2,-0.0005
68,20,-0.0005
5,49,-0.0005
43,59,-0.0005
52,21,-0.0005
1,6,-0.0005
6,24,-0.0005
10,52,-0.0005
12,51,-0.0005
50,58,-0.0005
67,43,-0.0005
6,33,-0.0005
26,3,-0.0005
72,15,-0.0005
14,56,-0.0005
22,29,-0.0005
24,26,-0.0005
30,7,-0.0005
72,35,-0.0005
74,28,-0.0005
53,60,-0.0005
66,19,-0.0005
13,46,-0.0005
43,50,-0.0005
56,18,-0.0005
63,27,-0.0005
76,33,-0.0005
79,35,-0.0005
27,47,-0.0005
30,25,-0.0005
74,48,-0.0005
6,53,-0.0005
14,26,-0.0005
18,46,-0.0005
35,50,-0.0005
41,54,-0.0005
60,35,-0.0005
61,27,-0.0005
65,1,-0.0005
67,8,-0.0005
21,53,-0.0005
78,46,-0.0005
22,12,-0.0005
22,43,-0.0005
40,42,-0.0005
43,26,-0.0005
2,37,-0.0005
12,20,-0.0005
25,18,-0.0005
26,34,-0.0005
41,10,-0.0005
67,32,-0.0005
25,30,-0.0005
58,53,-0.0005
65,27,-0.0005
69,6,-0.0005
16,0,-0.0005
16,4,-0.0005
16,55,-0.0005
14,59,-0.0005
62,54,-0.0005
63,1,-0.0005
72,48,-0.0005
10,28,-0.0005
20,51,-0.0005
39,34,-0.0005
72,11,-0.0005
2,45,-0.0005
23,63,-0.0005
46,8,-0.0005
59,49,-0.0005
66,18,-0.0005
66,49,-0.0005
70,54,-0.0005
76,28,-0.0005
78,9,-0.0005
20,37,-0.0005
25,54,-0.0005
60,59,-0.0005
63,13,-0.0005
69,29,-0.0005
69,35,-0.0005
70,55,-0.0005
78,60,-0.0005
33,63,-0.0005
15,7,-0.0005
42,50,-0.0005
45,54,-0.0005
55,49,-0.0005
72,38,-0.0005
72,50,-0.0005
5,19,-0.0006
5,24,-0.0006
15,41,-0.0006
21,10,-0.0006
60,24,-0.0006
68,60,-0.0006
1,2,-0.0006
35,21,-0.0006
42,62,-0.0006
76,43,-0.0006
9,23,-0.0006
12,12,-0.0006
39,54,-0.0006
61,60,-0.0006
72,17,-0.0006
12,34,-0.0006
14,53,-0.0006
19,47,-0.0006
27,39,-0.0006
57,58,-0.0006
62,29,-0.0006
4,31,-0.0006
6,45,-0.0006
8,55,-0.0006
14,15,-0.0006
16,13,-0.0006
48,25,-0.0006
75,48,-0.0006
39,5,-0.0006
49,12,-0.0006
63,20,-0.0006
1,55,-0.0006
13,34,-0.0006
28,40,-0.0006
70,23,-0.0006
19,62,-0.0006
74,63,-0.0006
1,9,-0.0006
16,43,-0.0006
28,55,-0.0006
36,55,-0.0006
57,51,-0.0006
67,20,-0.0006
7,59,-0.0006
27,55,-0.0006
32,32,-0.0006
0,15,-0.0006
9,51,-0.0006
12,57,-0.0006
48,29,-0.0006
50,45,-0.0006
56,51,-0.0006
10,48,-0.0006
25,6,-0.0006
37,26,-0.0006
68,13,-0.0006
71,30,-0.0006
8,46,-0.0006
68,48,-0.0006
44,25,-0.0006
45,15,-0.0006
59,18,-0.0006
66,58,-0.0006
72,31,-0.0006
77,62,-0.0006
7,57,-0.0006
49,46,-0.0006
67,46,-0.0006
37,41,-0.0006
39,30,-0.0006
44,33,-0.0006
63,17,-0.0006
69,14,-0.0006
49,44,-0.0006
56,24,-0.0006
73,21,-0.0006
78,44,-0.0006
9,62,-0.0006
16,20,-0.0006
47,49,-0.0006
54,56,-0.0006
55,53,-0.0006
62,61,-0.0006
16,8,-0.0006
29,54,-0.0006
31,27,-0.0006
52,50,-0.0006
6,5,-0.0006
30,43,-0.0006
39,57,-0.0006
73,38,-0.0006
77,14,-0.0006
30,35,-0.0006
68,47,-0.0006
77,13,-0.0006
20,57,-0.0006
26,22,-0.0006
26,54,-0.0006
47,33,-0.0006
51,15,-0.0006
52,45,-0.0006
56,33,-0.0006
60,51,-0.0006
63,22,-0.0006
69,60,-0.0006
76,16,-0.0006
11,30,-0.0006
44,42,-0.0006
56,60,-0.0006
64,40,-0.0006
2,15,-0.0006
42,57,-0.0006
52,8,-0.0006
54,43,-0.0006
62,31,-0.0006
1,0,-0.0006
2,25,-0.0006
37,18,-0.0006
39,50,-0.0006
41,27,-0.0006
45,19,-0.0006
49,42,-0.0006
65,52,-0.0006
76,48,-0.0006
79,43,-0.0006
15,24,-0.0006
16,29,-0.0006
58,24,-0.0006
75,9,-0.0006
6,42,-0.0007
62,19,-0.0007
66,40,-0.0007
71,57,-0.0007
7,24,-0.0007
10,59,-0.0007
41,42,-0.0007
23,30,-0.0007
43,28,-0.0007
45,32,-0.0007
46,17,-0.0007
72,44,-0.0007
76,32,-0.0007
9,14,-0.0007
11,40,-0.0007
22,9,-0.0007
64,42,-0.0007
0,9,-0.0007
23,34,-0.0007
34,8,-0.0007
67,2,-0.0007
74,3,-0.0007
8,39,-0.0007
17,3,-0.0007
44,0,-0.0007
56,15,-0.0007
58,45,-0.0007
64,63,-0.0007
70,51,-0.0007
79,14,-0.0007
3,12,-0.0007
4,39,-0.0007
47,46,-0.0007
56,5,-0.0007
3,46,-0.0007
11,17,-0.0007
28,9,-0.0007
48,3,-0.0007
51,2,-0.0007
3,38,-0.0007
6,25,-0.0007
7,19,-0.0007
16,24,-0.0007
17,23,-0.0007
29,20,-0.0007
66,35,-0.0007
78,37,-0.0007
0,61,-0.0007
9,9,-0.0007
38,10,-0.0007
72,18,-0.0007
73,60,-0.0007
78,48,-0.0007
6,13,-0.0007
43,45,-0.0007
46,0,-0.0007
65,29,-0.0007
70,0,-0.0007
13,9,-0.0007
19,25,-0.0007
59,51,-0.0007
65,3,-0.0007
79,39,-0.0007
2,32,-0.0007
7,47,-0.0007
21,56,-0.0007
53,49,-0.0007
68,35,-0.0007
27,57,-0.0007
39,43,-0.0007
52,10,-0.0007
70,44,-0.0007
1,8,-0.0007
3,19,-0.0007
10,53,-0.0007
19,2,-0.0007
19,38,-0.0007
27,60,-0.0007
38,35,-0.0007
62,36,-0.0007
4,60,-0.0007
5,18,-0.0007
51,40,-0.0007
72,23,-0.0007
0,57,-0.0007
4,23,-0.0007
10,35,-0.0007
15,47,-0.0007
30,49,-0.0007
45,44,-0.0007
51,12,-0.0007
63,12,-0.0007
68,1,-0.0007
13,45,-0.0007
37,51,-0.0007
37,52,-0.0007
58,16,-0.0007
58,59,-0.0007
72,52,-0.0007
75,62,-0.0007
79,45,-0.0007
23,52,-0.0007
43,32,-0.0007
46,57,-0.0007
67,26,-0.0007
71,21,-0.0007
76,47,-0.0007
9,32,-0.0007
15,36,-0.0007
17,4,-0.0007
41,25,-0.0007
47,61,-0.0007
61,19,-0.0007
62,58,-0.0007
70,17,-0.0007
72,1,-0.0007
74,62,-0.0007
2,21,-0.0007
35,59,-0.0007
46,10,-0.0007
46,14,-0.0007
67,38,-0.0007
78,11,-0.0007
0,12,-0.0007
6,22,-0.0007
11,2,-0.0007
12,43,-0.0007
25,56,-0.0007
43,25,-0.0007
44,6,-0.0007
74,56,-0.0007
46,33,-0.0007
47,26,-0.0007
48,39,-0.0007
71,2,-0.0007
0,33,-0.0007
15,34,-0.0007
18,52,-0.0007
26,32,-0.0007
74,32,-0.0007
4,58,-0.0007
10,32,-0.0007
20,47,-0.0007
65,53,-0.0007
2,34,-0.0007
14,52,-0.0007
29,3,-0.0007
29,17,-0.0007
58,15,-0.0007
13,54,-0.0008
19,40,-0.0008
59,17,-0.0008
72,61,-0.0008
2,17,-0.0008
7,4,-0.0008
57,31,-0.0008
58,57,-0.0008
71,28,-0.0008
79,34,-0.0008
13,40,-0.0008
18,26,-0.0008
27,59,-0.0008
58,33,-0.0008
68,17,-0.0008
68,41,-0.0008
69,16,-0.0008
15,22,-0.0008
47,19,-0.0008
49,53,-0.0008
50,30,-0.0008
64,38,-0.0008
77,30,-0.0008
78,34,-0.0008
0,36,-0.0008
3,22,-0.0008
55,55,-0.0008
57,42,-0.0008
71,53,-0.0008
63,5,-0.0008
66,52,-0.0008
69,24,-0.0008
74,19,-0.0008
3,33,-0.0008
12,40,-0.0008
26,0,-0.0008
40,56,-0.0008
55,24,-0.0008
12,28,-0.0008
53,59,-0.0008
57,8,-0.0008
59,22,-0.0008
69,19,-0.0008
78,59,-0.0008
9,21,-0.0008
9,58,-0.0008
9,60,-0.0008
27,41,-0.0008
36,8,-0.0008
42,47,-0.0008
45,21,-0.0008
53,12,-0.0008
54,16,-0.0008
9,35,-0.0008
62,63,-0.0008
65,43,-0.0008
68,23,-0.0008
74,29,-0.0008
75,28,-0.0008
78,19,-0.0008
21,28,-0.0008
47,28,-0.0008
48,14,-0.0008
48,32,-0.0008
70,26,-0.0008
7,14,-0.0008
27,12,-0.0008
67,53,-0.0008
72,9,-0.0008
78,45,-0.0008
7,53,-0.0008
13,22,-0.0008
72,47,-0.0008
74,53,-0.0008
22,26,-0.0008
46,19,-0.0008
55,29,-0.0008
77,18,-0.0008
0,0,-0.0008
10,15,-0.0008
15,4,-0.0008
16,17,-0.0008
16,33,-0.0008
44,15,-0.0008
45,3,-0.0008
58,44,-0.0008
6,55,-0.0008
13,53,-0.0008
25,27,-0.0008
25,44,-0.0008
45,17,-0.0008
59,60,-0.0008
62,17,-0.0008
46,25,-0.0008
46,40,-0.0008
57,17,-0.0008
58,36,-0.0008
62,24,-0.0008
68,55,-0.0008
4,32,-0.0008
4,56,-0.0008
26,52,-0.0008
28,16,-0.0008
43,62,-0.0008
47,21,-0.0008
50,20,-0.0008
56,57,-0.0008
73,5,-0.0008
15,2,-0.0008
23,46,-0.0008
45,25,-0.0008
57,21,-0.0008
63,55,-0.0008
5,0,-0.0008
44,45,-0.0008
62,39,-0.0008
62,45,-0.0008
66,9,-0.0008
68,9,-0.0008
5,16,-0.0008
11,47,-0.0008
18,39,-0.0008
33,6,-0.0008
33,8,-0.0008
62,37,-0.0008
43,11,-0.0008
58,13,-0.0008
58,41,-0.0008
71,41,-0.0008
20,59,-0.0008
24,8,-0.0008
33,31,-0.0008
66,54,-0.0008
79,44,-0.0008
2,63,-0.0008
12,60,-0.0008
17,32,-0.0008
19,0,-0.0008
28,47,-0.0008
36,13,-0.0008
37,27,-0.0008
39,15,-0.0008
69,12,-0.0008
72,13,-0.0008
72,22,-0.0008
7,6,-0.0008
9,42,-0.0008
13,4,-0.0008
37,42,-0.0008
42,51,-0.0008
69,42,-0.0008
73,49,-0.0008
76,31,-0.0008
5,54,-0.0008
7,3,-0.0008
23,61,-0.0008
66,16,-0.0008
77,19,-0.0008
37,47,-0.0009
46,21,-0.0009
70,36,-0.0009
74,47,-0.0009
7,41,-0.0009
24,58,-0.0009
28,18,-0.0009
63,2,-0.0009
75,55,-0.0009
76,2,-0.0009
77,28,-0.0009
8,51,-0.0009
62,26,-0.0009
1,49,-0.0009
2,0,-0.0009
2,62,-0.0009
17,19,-0.0009
26,11,-0.0009
53,3,-0.0009
58,27,-0.0009
59,19,-0.0009
4,24,-0.0009
18,3,-0.0009
46,54,-0.0009
70,46,-0.0009
0,8,-0.0009
5,14,-0.0009
5,57,-0.0009
11,33,-0.0009
21,13,-0.0009
25,24,-0.0009
29,12,-0.0009
46,7,-0.0009
73,55,-0.0009
74,42,-0.0009
18,38,-0.0009
19,60,-0.0009
23,31,-0.0009
29,41,-0.0009
49,51,-0.0009
57,61,-0.0009
7,30,-0.0009
40,17,-0.0009
40,44,-0.0009
43,53,-0.0009
75,16,-0.0009
78,58,-0.0009
11,34,-0.0009
18,29,-0.0009
31,63,-0.0009
63,21,-0.0009
65,5,-0.0009
77,56,-0.0009
5,56,-0.0009
10,41,-0.0009
13,57,-0.0009
15,48,-0.0009
41,38,-0.0009
44,61,-0.0009
48,13,-0.0009
59,61,-0.0009
3,40,-0.0009
53,20,-0.0009
3,34,-0.0009
4,62,-0.0009
7,61,-0.0009
12,31,-0.0009
39,52,-0.0009
51,16,-0.0009
56,29,-0.0009
60,39,-0.0009
67,14,-0.0009
73,24,-0.0009
2,51,-0.0009
46,29,-0.0009
46,39,-0.0009
27,48,-0.0009
30,38,-0.0009
53,53,-0.0009
11,41,-0.0009
50,16,-0.0009
51,14,-0.0009
59,58,-0.0009
12,59,-0.0009
14,13,-0.0009
40,1,-0.0009
71,9,-0.0009
71,16,-0.0009
77,49,-0.0009
0,63,-0.0009
5,35,-0.0009
6,58,-0.0009
13,26,-0.0009
15,42,-0.0009
17,24,-0.0009
45,27,-0.0009
47,47,-0.0009
49,29,-0.0009
70,12,-0.0009
71,43,-0.0009
15,1,-0.0009
56,31,-0.0009
66,38,-0.0009
68,11,-0.0009
79,29,-0.0009
2,52,-0.0009
6,28,-0.0009
7,31,-0.0009
20,49,-0.0009
42,6,-0.0009
52,14,-0.0009
64,21,-0.0009
67,7,-0.0009
67,31,-0.0009
69,21,-0.0009
79,28,-0.0009
5,48,-0.0009
6,54,-0.0009
10,17,-0.0009
31,28,-0.0009
33,61,-0.0009
57,28,-0.0009
77,10,-0.0009
5,33,-0.0009
6,4,-0.0009
20,39,-0.0009
21,20,-0.0009
22,3,-0.0009
24,15,-0.0009
66,23,-0.0009
0,50,-0.0009
2,48,-0.0009
12,33,-0.0009
35,14,-0.0009
41,12,-0.0009
1,59,-0.0009
40,19,-0.0009
44,17,-0.0009
45,61,-0.0009
72,46,-0.0009
3,26,-0.0009
19,58,-0.0009
28,56,-0.0009
36,27,-0.0009
69,48,-0.0009
72,2,-0.0009
74,26,-0.0009
78,20,-0.0009
7,63,-0.0009
19,5,-0.0009
40,5,-0.0009
48,63,-0.0009
52,29,-0.0009
67,52,-0.0009
76,24,-0.0009
3,32,-0.0009
13,23,-0.0009
21,1,-0.0009
23,49,-0.0009
27,6,-0.0009
52,9,-0.0009
63,26,-0.0009
2,4,-0.0009
7,34,-0.0009
8,42,-0.0009
46,22,-0.0009
57,62,-0.0009
76,62,-0.0009
77,39,-0.0009
1,54,-0.0010
9,27,-0.0010
15,26,-0.0010
22,59,-0.0010
70,28,-0.0010
7,18,-0.0010
9,8,-0.0010
67,25,-0.0010
1,38,-0.0010
3,41,-0.0010
29,40,-0.0010
50,59,-0.0010
54,4,-0.0010
58,8,-0.0010
65,9,-0.0010
0,23,-0.0010
6,30,-0.0010
9,24,-0.0010
12,25,-0.0010
27,58,-0.0010
32,29,-0.0010
43,60,-0.0010
44,26,-0.0010
50,46,-0.0010
56,62,-0.0010
62,33,-0.0010
78,62,-0.0010
2,42,-0.0010
42,33,-0.0010
45,28,-0.0010
52,33,-0.0010
56,55,-0.0010
54,14,-0.0010
55,14,-0.0010
57,27,-0.0010
61,24,-0.0010
74,55,-0.0010
2,60,-0.0010
10,55,-0.0010
20,38,-0.0010
22,7,-0.0010
22,60,-0.0010
48,43,-0.0010
64,7,-0.0010
72,29,-0.0010
5,55,-0.0010
10,60,-0.0010
37,39,-0.0010
44,39,-0.0010
45,35,-0.0010
48,15,-0.0010
57,2,-0.0010
64,62,-0.0010
69,18,-0.0010
73,13,-0.0010
73,54,-0.0010
77,2,-0.0010
0,13,-0.0010
2,27,-0.0010
4,17,-0.0010
8,34,-0.0010
24,63,-0.0010
47,3,-0.0010
47,53,-0.0010
49,10,-0.0010
49,43,-0.0010
57,55,-0.0010
60,11,-0.0010
62,56,-0.0010
69,47,-0.0010
71,13,-0.0010
72,24,-0.0010
2,2,-0.0010
2,36,-0.0010
3,21,-0.0010
5,61,-0.0010
9,50,-0.0010
12,21,-0.0010
13,43,-0.0010
14,49,-0.0010
20,35,-0.0010
22,39,-0.0010
25,45,-0.0010
47,37,-0.0010
50,57,-0.0010
52,7,-0.0010
0,3,-0.0010
12,17,-0.0010
15,58,-0.0010
16,14,-0.0010
16,25,-0.0010
28,48,-0.0010
31,14,-0.0010
34,19,-0.0010
38,27,-0.0010
39,48,-0.0010
47,27,-0.0010
52,12,-0.0010
56,25,-0.0010
58,47,-0.0010
69,20,-0.0010
76,36,-0.0010
5,36,-0.0010
11,25,-0.0010
22,36,-0.0010
38,7,-0.0010
52,17,-0.0010
59,48,-0.0010
61,11,-0.0010
67,19,-0.0010
70,52,-0.0010
79,6,-0.0010
1,31,-0.0010
3,29,-0.0010
4,12,-0.0010
4,42,-0.0010
5,26,-0.0010
6,50,-0.0010
7,44,-0.0010
11,51,-0.0010
13,60,-0.0010
14,27,-0.0010
15,19,-0.0010
22,58,-0.0010
25,40,-0.0010
26,45,-0.0010
27,9,-0.0010
29,23,-0.0010
39,55,-0.0010
40,40,-0.0010
52,1,-0.0010
59,23,-0.0010
67,33,-0.0010
70,10,-0.0010
2,56,-0.0010
5,42,-0.0010
10,22,-0.0010
12,10,-0.0010
12,47,-0.0010
28,28,-0.0010
30,41,-0.0010
32,11,-0.0010
34,32,-0.0010
45,58,-0.0010
47,16,-0.0010
48,23,-0.0010
56,14,-0.0010
60,2,-0.0010
64,49,-0.0010
64,56,-0.0010
67,49,-0.0010
67,54,-0.0010
68,29,-0.0010
68,56,-0.0010
71,34,-0.0010
72,16,-0.0010
1,45,-0.0010
7,15,-0.0010
10,6,-0.0010
10,61,-0.0010
14,42,-0.0010
25,49,-0.0010
61,30,-0.0010
63,46,-0.0010
68,28,-0.0010
68,37,-0.0010
75,38,-0.0010
2,55,-0.0010
4,38,-0.0010
15,28,-0.0010
20,50,-0.0010
32,2,-0.0010
38,41,-0.0010
45,12,-0.0010
45,40,-0.0010
46,59,-0.0010
50,34,-0.0010
54,19,-0.0010
55,23,-0.0010
56,8,-0.0010
64,8,-0.0010
72,45,-0.0010
74,43,-0.0010
76,55,-0.0010
3,23,-0.0011
4,43,-0.0011
12,32,-0.0011
18,25,-0.0011
23,12,-0.0011
25,10,-0.0011
32,49,-0.0011
43,63,-0.0011
53,45,-0.0011
57,1,-0.0011
58,34,-0.0011
59,29,-0.0011
68,63,-0.0011
69,56,-0.0011
69,63,-0.0011
71,49,-0.0011
71,56,-0.0011
72,49,-0.0011
72,60,-0.0011
77,24,-0.0011
2,23,-0.0011
7,33,-0.0011
22,23,-0.0011
48,28,-0.0011
49,14,-0.0011
67,9,-0.0011
70,2,-0.0011
75,56,-0.0011
77,60,-0.0011
5,23,-0.0011
7,35,-0.0011
13,55,-0.0011
25,21,-0.0011
32,33,-0.0011
48,41,-0.0011
54,12,-0.0011
55,44,-0.0011
56,32,-0.0011
60,5,-0.0011
60,12,-0.0011
65,4,-0.0011
67,4,-0.0011
68,62,-0.0011
75,19,-0.0011
7,36,-0.0011
7,48,-0.0011
8,24,-0.0011
8,35,-0.0011
14,46,-0.0011
21,8,-0.0011
22,22,-0.0011
39,3,-0.0011
42,7,-0.0011
46,47,-0.0011
49,48,-0.0011
52,42,-0.0011
52,57,-0.0011
61,9,-0.0011
67,23,-0.0011
73,7,-0.0011
78,23,-0.0011
1,33,-0.0011
9,38,-0.0011
10,10,-0.0011
14,60,-0.0011
15,37,-0.0011
16,41,-0.0011
25,12,-0.0011
34,9,-0.0011
36,10,-0.0011
41,15,-0.0011
60,26,-0.0011
68,44,-0.0011
70,21,-0.0011
78,57,-0.0011
5,10,-0.0011
14,54,-0.0011
15,50,-0.0011
16,22,-0.0011
16,51,-0.0011
28,63,-0.0011
29,2,-0.0011
40,38,-0.0011
45,52,-0.0011
59,9,-0.0011
75,57,-0.0011
79,42,-0.0011
79,49,-0.0011
0,21,-0.0011
3,43,-0.0011
6,19,-0.0011
10,24,-0.0011
20,1,-0.0011
25,26,-0.0011
38,13,-0.0011
39,59,-0.0011
40,46,-0.0011
41,6,-0.0011
52,24,-0.0011
62,25,-0.0011
63,38,-0.0011
66,44,-0.0011
71,48,-0.0011
2,46,-0.0011
2,61,-0.0011
6,11,-0.0011
7,25,-0.0011
7,45,-0.0011
12,63,-0.0011
17,36,-0.0011
37,58,-0.0011
43,54,-0.0011
52,44,-0.0011
59,16,-0.0011
61,62,-0.0011
63,42,-0.0011
65,20,-0.0011
70,60,-0.0011
5,27,-0.0011
13,59,-0.0011
24,52,-0.0011
41,1,-0.0011
49,56,-0.0011
53,61,-0.0011
58,31,-0.0011
60,19,-0.0011
63,25,-0.0011
65,61,-0.0011
66,32,-0.0011
74,8,-0.0011
74,17,-0.0011
78,8,-0.0011
5,59,-0.0011
22,0,-0.0011
49,17,-0.0011
54,3,-0.0011
59,2,-0.0011
61,28,-0.0011
63,14,-0.0011
69,50,-0.0011
71,11,-0.0011
76,7,-0.0011
9,26,-0.0011
10,38,-0.0011
23,36,-0.0011
29,49,-0.0011
39,1,-0.0011
40,59,-0.0011
41,9,-0.0011
44,10,-0.0011
46,20,-0.0011
50,14,-0.0011
62,48,-0.0011
64,41,-0.0011
65,16,-0.0011
66,61,-0.0011
70,24,-0.0011
75,58,-0.0011
0,54,-0.0011
7,0,-0.0011
15,15,-0.0011
24,9,-0.0011
25,17,-0.0011
36,60,-0.0011
42,16,-0.0011
61,25,-0.0011
69,11,-0.0011
2,43,-0.0011
4,15,-0.0011
4,50,-0.0011
6,52,-0.0011
29,16,-0.0011
30,56,-0.0011
39,4,-0.0011
45,11,-0.0011
46,42,-0.0011
47,5,-0.0011
48,21,-0.0011
49,22,-0.0011
58,6,-0.0011
58,50,-0.0011
61,17,-0.0011
70,56,-0.0011
0,19,-0.0012
3,13,-0.0012
14,47,-0.0012
20,34,-0.0012
21,31,-0.0012
24,13,-0.0012
33,56,-0.0012
40,22,-0.0012
44,59,-0.0012
49,54,-0.0012
58,56,-0.0012
65,15,-0.0012
0,47,-0.0012
5,63,-0.0012
6,3,-0.0012
7,60,-0.0012
11,20,-0.0012
23,28,-0.0012
24,59,-0.0012
29,6,-0.0012
44,19,-0.0012
46,11,-0.0012
48,9,-0.0012
51,54,-0.0012
62,23,-0.0012
71,44,-0.0012
75,2,-0.0012
11,18,-0.0012
18,28,-0.0012
26,12,-0.0012
26,25,-0.0012
26,62,-0.0012
29,7,-0.0012
39,38,-0.0012
74,41,-0.0012
1,43,-0.0012
6,14,-0.0012
11,45,-0.0012
16,31,-0.0012
17,40,-0.0012
27,0,-0.0012
35,10,-0.0012
38,14,-0.0012
46,43,-0.0012
50,9,-0.0012
55,3,-0.0012
57,40,-0.0012
64,16,-0.0012
69,23,-0.0012
0,5,-0.0012
10,45,-0.0012
11,62,-0.0012
36,63,-0.0012
38,4,-0.0012
40,31,-0.0012
48,50,-0.0012
50,11,-0.0012
65,23,-0.0012
69,55,-0.0012
71,33,-0.0012
72,58,-0.0012
4,14,-0.0012
7,28,-0.0012
8,60,-0.0012
9,48,-0.0012
12,55,-0.0012
19,54,-0.0012
23,0,-0.0012
40,27,-0.0012
42,36,-0.0012
54,39,-0.0012
65,28,-0.0012
74,51,-0.0012
3,16,-0.0012
10,8,-0.0012
13,2,-0.0012
15,14,-0.0012
28,27,-0.0012
46,12,-0.0012
56,19,-0.0012
58,40,-0.0012
65,26,-0.0012
66,11,-0.0012
75,17,-0.0012
5,17,-0.0012
9,47,-0.0012
12,13,-0.0012
16,54,-0.0012
19,19,-0.0012
23,33,-0.0012
26,46,-0.0012
36,40,-0.0012
38,46,-0.0012
48,49,-0.0012
50,49,-0.0012
62,59,-0.0012
68,8,-0.0012
0,35,-0.0012
5,40,-0.0012
6,17,-0.0012
11,43,-0.0012
13,19,-0.0012
15,62,-0.0012
18,41,-0.0012
20,3,-0.0012
43,48,-0.0012
51,21,-0.0012
58,29,-0.0012
60,61,-0.0012
64,34,-0.0012
65,38,-0.0012
71,58,-0.0012
1,1,-0.0012
3,50,-0.0012
19,49,-0.0012
30,15,-0.0012
36,29,-0.0012
47,59,-0.0012
50,13,-0.0012
53,10,-0.0012
58,58,-0.0012
59,15,-0.0012
59,40,-0.0012
62,7,-0.0012
67,40,-0.0012
75,25,-0.0012
3,9,-0.0012
9,20,-0.0012
18,22,-0.0012
24,29,-0.0012
35,0,-0.0012
43,41,-0.0012
48,52,-0.0012
55,51,-0.0012
63,11,-0.0012
4,9,-0.0012
10,39,-0.0012
34,21,-0.0012
44,14,-0.0012
52,58,-0.0012
53,18,-0.0012
59,44,-0.0012
60,18,-0.0012
62,20,-0.0012
63,16,-0.0012
69,5,-0.0012
1,18,-0.0012
11,13,-0.0012
17,16,-0.0012
17,27,-0.0012
27,29,-0.0012
37,40,-0.0012
54,34,-0.0012
64,13,-0.0012
6,38,-0.0013
8,49,-0.0013
10,36,-0.0013
12,46,-0.0013
51,33,-0.0013
51,46,-0.0013
56,30,-0.0013
58,14,-0.0013
68,54,-0.0013
71,1,-0.0013
71,5,-0.0013
75,47,-0.0013
76,39,-0.0013
0,30,-0.0013
5,58,-0.0013
11,56,-0.0013
46,62,-0.0013
62,0,-0.0013
70,16,-0.0013
74,5,-0.0013
74,37,-0.0013
2,1,-0.0013
6,15,-0.0013
17,51,-0.0013
19,57,-0.0013
28,62,-0.0013
33,24,-0.0013
47,63,-0.0013
48,5,-0.0013
48,6,-0.0013
54,63,-0.0013
59,6,-0.0013
61,18,-0.0013
66,47,-0.0013
74,23,-0.0013
78,61,-0.0013
0,51,-0.0013
7,52,-0.0013
8,47,-0.0013
9,36,-0.0013
25,35,-0.0013
31,30,-0.0013
62,42,-0.0013
9,31,-0.0013
10,16,-0.0013
17,26,-0.0013
21,63,-0.0013
43,12,-0.0013
50,31,-0.0013
52,47,-0.0013
59,52,-0.0013
61,10,-0.0013
63,63,-0.0013
64,59,-0.0013
72,56,-0.0013
1,24,-0.0013
1,63,-0.0013
9,40,-0.0013
12,14,-0.0013
17,18,-0.0013
44,24,-0.0013
50,21,-0.0013
63,57,-0.0013
77,46,-0.0013
0,28,-0.0013
4,28,-0.0013
6,37,-0.0013
8,29,-0.0013
10,13,-0.0013
16,50,-0.0013
17,47,-0.0013
21,2,-0.0013
23,62,-0.0013
26,20,-0.0013
39,8,-0.0013
40,6,-0.0013
41,37,-0.0013
46,63,-0.0013
58,19,-0.0013
58,55,-0.0013
63,3,-0.0013
64,52,-0.0013
73,25,-0.0013
6,49,-0.0013
9,3,-0.0013
41,60,-0.0013
44,57,-0.0013
59,47,-0.0013
68,27,-0.0013
70,31,-0.0013
73,39,-0.0013
77,20,-0.0013
0,16,-0.0013
1,44,-0.0013
1,52,-0.0013
23,57,-0.0013
29,11,-0.0013
36,42,-0.0013
44,16,-0.0013
47,60,-0.0013
48,7,-0.0013
51,26,-0.0013
56,35,-0.0013
57,18,-0.0013
58,37,-0.0013
58,48,-0.0013
73,33,-0.0013
78,52,-0.0013
79,24,-0.0013
1,7,-0.0013
25,32,-0.0013
50,60,-0.0013
68,26,-0.0013
68,38,-0.0013
79,27,-0.0013
79,52,-0.0013
1,57,-0.0013
3,58,-0.0013
6,20,-0.0013
9,28,-0.0013
9,61,-0.0013
12,22,-0.0013
12,29,-0.0013
12,56,-0.0013
13,25,-0.0013
18,48,-0.0013
24,6,-0.0013
36,30,-0.0013
37,20,-0.0013
42,38,-0.0013
44,34,-0.0013
53,52,-0.0013
69,53,-0.0013
73,20,-0.0013
74,4,-0.0013
75,40,-0.0013
77,45,-0.0013
14,44,-0.0013
16,47,-0.0013
17,17,-0.0013
21,6,-0.0013
32,24,-0.0013
46,45,-0.0013
47,36,-0.0013
50,18,-0.0013
52,35,-0.0013
54,36,-0.0013
57,39,-0.0013
60,20,-0.0013
63,35,-0.0013
63,51,-0.0013
69,15,-0.0013
69,27,-0.0013
69,61,-0.0013
73,19,-0.0013
1,3,-0.0013
4,34,-0.0013
7,21,-0.0013
7,55,-0.0013
9,55,-0.0013
17,35,-0.0013
26,15,-0.0013
28,39,-0.0013
29,5,-0.0013
38,3,-0.0013
42,48,-0.0013
51,37,-0.0013
65,17,-0.0013
67,24,-0.0013
68,45,-0.0013
75,5,-0.0013
75,52,-0.0013
2,53,-0.0014
26,43,-0.0014
37,46,-0.0014
51,48,-0.0014
