Layer,Head,Weight
30,5,0.0106
68,53,0.0106
34,47,0.0105
30,50,0.0103
35,22,0.0103
18,45,0.0102
45,0,0.0102
31,45,0.0101
30,63,0.0101
55,57,0.0101
43,9,0.0100
34,10,0.0099
73,29,0.0098
77,0,0.0098
36,46,0.0098
36,3,0.0097
33,45,0.0096
35,55,0.0096
28,19,0.0095
32,57,0.0095
36,39,0.0093
73,36,0.0093
34,39,0.0092
18,2,0.0090
31,44,0.0090
73,41,0.0089
76,4,0.0089
28,6,0.0088
34,11,0.0088
79,11,0.0087
44,4,0.0086
55,17,0.0084
41,46,0.0084
24,1,0.0082
35,43,0.0082
42,25,0.0081
74,6,0.0079
32,22,0.0078
64,51,0.0078
44,55,0.0077
34,33,0.0077
73,46,0.0077
47,17,0.0076
24,51,0.0075
29,51,0.0075
25,52,0.0074
35,39,0.0073
69,46,0.0073
19,21,0.0072
73,58,0.0072
79,15,0.0072
33,55,0.0072
40,13,0.0070
21,37,0.0068
36,21,0.0067
35,12,0.0067
24,5,0.0067
28,23,0.0067
33,33,0.0067
24,37,0.0066
73,40,0.0066
37,59,0.0066
40,8,0.0065
38,18,0.0064
23,3,0.0064
34,6,0.0064
23,1,0.0063
30,44,0.0063
53,32,0.0063
25,58,0.0063
30,12,0.0062
33,44,0.0062
78,15,0.0062
33,1,0.0061
38,53,0.0061
73,27,0.0061
31,2,0.0060
31,23,0.0060
35,1,0.0060
60,57,0.0060
23,53,0.0060
60,8,0.0060
69,33,0.0059
37,57,0.0059
32,12,0.0057
68,16,0.0056
31,60,0.0056
23,11,0.0055
24,39,0.0055
21,61,0.0055
38,8,0.0055
77,52,0.0055
22,15,0.0054
34,59,0.0054
48,57,0.0054
44,36,0.0054
56,1,0.0054
34,23,0.0053
27,27,0.0053
28,20,0.0052
43,8,0.0052
44,5,0.0052
34,5,0.0052
53,17,0.0051
70,43,0.0051
22,14,0.0051
22,54,0.0051
26,56,0.0051
34,61,0.0050
55,1,0.0050
77,54,0.0050
33,28,0.0050
19,1,0.0049
23,9,0.0049
60,28,0.0049
31,6,0.0048
32,53,0.0048
75,32,0.0048
31,33,0.0048
77,6,0.0047
76,11,0.0047
30,1,0.0046
31,5,0.0045
34,37,0.0045
45,42,0.0045
26,59,0.0045
32,43,0.0044
28,31,0.0044
35,53,0.0044
77,36,0.0044
20,6,0.0043
31,11,0.0043
35,56,0.0043
24,38,0.0043
51,27,0.0043
31,39,0.0042
35,16,0.0042
33,25,0.0042
55,10,0.0042
17,48,0.0042
35,46,0.0042
57,5,0.0042
73,47,0.0041
29,44,0.0041
32,37,0.0041
61,4,0.0041
40,48,0.0040
51,7,0.0040
75,27,0.0040
55,15,0.0039
58,1,0.0039
71,59,0.0039
50,32,0.0039
56,53,0.0039
73,9,0.0038
17,7,0.0038
26,50,0.0038
15,27,0.0038
23,8,0.0037
30,53,0.0037
38,52,0.0037
50,35,0.0037
73,44,0.0037
77,5,0.0037
53,35,0.0037
34,4,0.0036
27,7,0.0036
33,20,0.0036
28,46,0.0036
29,14,0.0036
36,47,0.0036
19,36,0.0035
37,17,0.0035
24,4,0.0035
22,49,0.0034
17,8,0.0034
73,4,0.0034
33,22,0.0034
21,41,0.0034
25,37,0.0034
77,17,0.0034
33,60,0.0033
75,1,0.0033
24,43,0.0033
74,14,0.0033
18,57,0.0033
75,35,0.0032
30,33,0.0032
20,30,0.0032
60,29,0.0032
31,52,0.0032
38,42,0.0031
49,2,0.0031
30,19,0.0030
37,8,0.0030
23,47,0.0030
75,15,0.0029
25,39,0.0029
33,7,0.0029
42,8,0.0029
28,21,0.0029
56,23,0.0029
37,45,0.0028
37,25,0.0028
74,22,0.0028
30,0,0.0028
33,43,0.0028
33,5,0.0027
44,20,0.0027
57,7,0.0027
53,37,0.0027
22,42,0.0026
64,29,0.0026
77,51,0.0026
18,54,0.0026
31,53,0.0026
18,40,0.0026
28,1,0.0026
22,10,0.0026
19,27,0.0026
14,1,0.0025
29,38,0.0025
30,62,0.0025
75,49,0.0025
78,16,0.0025
34,48,0.0024
75,0,0.0024
17,11,0.0024
24,44,0.0024
31,42,0.0024
33,12,0.0024
29,30,0.0024
79,31,0.0024
18,14,0.0024
19,14,0.0023
34,40,0.0023
39,60,0.0023
27,11,0.0023
45,4,0.0023
66,0,0.0023
32,60,0.0023
36,17,0.0023
29,58,0.0023
35,41,0.0023
37,37,0.0022
11,50,0.0022
25,47,0.0022
75,51,0.0022
38,36,0.0022
18,15,0.0022
70,5,0.0022
19,48,0.0021
22,61,0.0021
23,54,0.0021
38,47,0.0021
57,13,0.0021
34,49,0.0021
70,6,0.0021
71,38,0.0021
76,37,0.0021
77,55,0.0021
28,32,0.0021
33,13,0.0021
36,32,0.0021
27,24,0.0021
77,37,0.0020
19,13,0.0020
19,28,0.0020
19,33,0.0020
78,25,0.0020
19,10,0.0020
49,5,0.0020
14,33,0.0020
66,5,0.0020
18,11,0.0019
30,27,0.0019
38,31,0.0019
30,14,0.0019
56,26,0.0019
17,12,0.0019
31,48,0.0019
76,49,0.0019
78,50,0.0019
20,42,0.0019
47,9,0.0019
2,11,0.0019
21,50,0.0019
23,23,0.0019
32,6,0.0019
57,34,0.0019
76,35,0.0018
24,11,0.0018
79,32,0.0018
30,24,0.0018
69,44,0.0018
27,21,0.0018
75,42,0.0018
27,14,0.0018
28,44,0.0018
76,60,0.0018
31,20,0.0018
61,7,0.0018
31,8,0.0017
27,54,0.0017
36,37,0.0017
76,58,0.0017
4,30,0.0017
28,61,0.0017
75,54,0.0017
20,15,0.0017
28,35,0.0017
23,35,0.0017
30,4,0.0016
10,18,0.0016
35,31,0.0016
62,30,0.0016
26,39,0.0016
32,34,0.0016
44,52,0.0016
48,53,0.0016
19,17,0.0016
27,46,0.0016
34,55,0.0016
38,56,0.0016
13,3,0.0016
30,57,0.0016
74,31,0.0015
8,44,0.0015
25,57,0.0015
34,56,0.0015
52,31,0.0015
26,29,0.0015
75,8,0.0015
36,14,0.0015
21,52,0.0015
29,63,0.0015
76,45,0.0015
33,26,0.0015
29,26,0.0014
58,2,0.0014
78,22,0.0014
79,33,0.0014
17,9,0.0014
37,10,0.0014
20,60,0.0014
25,0,0.0014
52,52,0.0014
21,42,0.0014
35,4,0.0014
71,14,0.0014
26,48,0.0014
27,3,0.0014
31,49,0.0014
19,41,0.0013
44,54,0.0013
48,60,0.0013
2,57,0.0013
21,60,0.0013
14,14,0.0013
37,4,0.0013
44,44,0.0013
28,17,0.0013
35,48,0.0013
77,35,0.0013
41,40,0.0013
11,5,0.0013
12,3,0.0013
73,43,0.0013
18,59,0.0013
38,37,0.0013
60,10,0.0013
36,50,0.0012
30,59,0.0012
32,26,0.0012
35,40,0.0012
54,9,0.0012
32,42,0.0012
33,29,0.0012
23,55,0.0012
73,0,0.0012
9,46,0.0012
19,44,0.0012
25,13,0.0012
39,27,0.0012
67,21,0.0012
3,15,0.0012
13,0,0.0012
18,24,0.0012
0,46,0.0012
11,57,0.0012
32,36,0.0012
19,24,0.0012
31,3,0.0012
46,5,0.0012
33,42,0.0012
74,52,0.0012
77,47,0.0012
34,17,0.0011
37,49,0.0011
52,48,0.0011
70,40,0.0011
31,24,0.0011
32,25,0.0011
52,54,0.0011
39,35,0.0011
52,39,0.0011
17,60,0.0011
26,38,0.0011
44,22,0.0011
74,27,0.0011
74,33,0.0011
0,43,0.0011
19,4,0.0011
20,43,0.0011
21,36,0.0011
76,1,0.0011
27,37,0.0010
62,28,0.0010
78,53,0.0010
25,38,0.0010
39,16,0.0010
1,17,0.0010
17,2,0.0010
23,29,0.0010
41,17,0.0010
18,12,0.0010
55,8,0.0010
12,26,0.0010
27,42,0.0010
74,11,0.0010
1,11,0.0010
32,17,0.0010
45,36,0.0010
61,32,0.0010
3,56,0.0010
56,45,0.0010
27,5,0.0010
35,17,0.0010
76,19,0.0010
9,25,0.0010
33,59,0.0010
69,30,0.0010
32,55,0.0010
24,30,0.0010
20,53,0.0009
43,27,0.0009
67,59,0.0009
75,53,0.0009
79,38,0.0009
25,25,0.0009
68,14,0.0009
78,51,0.0009
30,9,0.0009
75,13,0.0009
35,7,0.0009
7,20,0.0009
8,25,0.0009
33,62,0.0009
52,20,0.0009
76,18,0.0009
18,9,0.0009
19,56,0.0009
23,24,0.0009
30,23,0.0009
7,43,0.0009
18,36,0.0009
79,61,0.0009
29,21,0.0009
40,21,0.0009
19,16,0.0008
37,55,0.0008
11,0,0.0008
20,8,0.0008
39,14,0.0008
4,20,0.0008
18,44,0.0008
32,20,0.0008
78,17,0.0008
38,6,0.0008
46,23,0.0008
63,45,0.0008
43,61,0.0008
55,63,0.0008
20,10,0.0008
25,20,0.0008
44,18,0.0008
20,28,0.0008
27,63,0.0008
24,54,0.0008
71,0,0.0008
59,38,0.0008
36,36,0.0008
32,50,0.0008
24,34,0.0007
5,28,0.0007
78,33,0.0007
6,60,0.0007
16,15,0.0007
24,17,0.0007
35,37,0.0007
7,49,0.0007
10,1,0.0007
46,26,0.0007
16,2,0.0007
3,10,0.0007
20,58,0.0007
58,10,0.0007
0,41,0.0007
17,62,0.0007
47,15,0.0007
79,47,0.0007
15,23,0.0007
6,12,0.0007
10,43,0.0007
30,45,0.0007
0,7,0.0007
28,0,0.0007
55,62,0.0007
76,29,0.0007
57,10,0.0007
77,32,0.0007
79,12,0.0007
5,12,0.0007
13,24,0.0007
76,34,0.0007
55,12,0.0006
14,10,0.0006
32,38,0.0006
45,53,0.0006
0,39,0.0006
40,32,0.0006
27,43,0.0006
78,39,0.0006
0,11,0.0006
1,25,0.0006
21,33,0.0006
42,14,0.0006
17,56,0.0006
70,45,0.0006
7,22,0.0006
77,22,0.0006
79,21,0.0006
21,32,0.0006
72,26,0.0006
12,41,0.0006
32,41,0.0006
75,3,0.0006
71,62,0.0006
79,9,0.0006
19,30,0.0006
38,57,0.0006
62,6,0.0006
77,48,0.0006
79,30,0.0006
79,50,0.0006
41,21,0.0006
8,4,0.0006
29,56,0.0006
40,54,0.0006
78,0,0.0006
11,12,0.0005
12,49,0.0005
76,22,0.0005
16,10,0.0005
31,12,0.0005
71,25,0.0005
75,12,0.0005
10,19,0.0005
12,52,0.0005
18,62,0.0005
27,25,0.0005
31,56,0.0005
37,14,0.0005
77,9,0.0005
76,54,0.0005
29,57,0.0005
77,61,0.0005
18,55,0.0005
43,16,0.0005
62,9,0.0005
70,62,0.0005
2,3,0.0005
20,9,0.0005
30,30,0.0005
35,15,0.0005
76,40,0.0005
73,37,0.0005
39,22,0.0005
28,45,0.0005
12,48,0.0005
17,43,0.0005
47,20,0.0005
54,41,0.0005
75,21,0.0005
30,20,0.0005
71,60,0.0005
73,45,0.0005
1,35,0.0005
14,32,0.0005
52,49,0.0005
79,55,0.0005
14,38,0.0005
72,36,0.0005
34,0,0.0005
20,40,0.0005
11,11,0.0004
16,27,0.0004
77,43,0.0004
28,59,0.0004
43,20,0.0004
77,21,0.0004
33,14,0.0004
32,27,0.0004
14,30,0.0004
35,62,0.0004
12,35,0.0004
6,35,0.0004
19,55,0.0004
39,41,0.0004
73,16,0.0004
79,5,0.0004
4,52,0.0004
76,3,0.0004
15,35,0.0004
17,20,0.0004
18,34,0.0004
24,35,0.0004
70,20,0.0004
73,18,0.0004
47,2,0.0004
39,7,0.0004
0,45,0.0004
4,46,0.0004
75,29,0.0004
11,36,0.0004
7,38,0.0004
35,32,0.0004
2,24,0.0004
8,52,0.0004
31,38,0.0004
14,35,0.0004
53,6,0.0004
76,26,0.0004
12,6,0.0004
73,26,0.0004
9,41,0.0004
18,61,0.0004
35,61,0.0004
78,40,0.0004
66,26,0.0004
26,40,0.0004
38,44,0.0004
17,31,0.0003
17,15,0.0003
74,49,0.0003
10,49,0.0003
7,10,0.0003
76,0,0.0003
70,58,0.0003
71,46,0.0003
39,46,0.0003
36,45,0.0003
77,8,0.0003
12,27,0.0003
66,43,0.0003
3,57,0.0003
30,39,0.0003
47,11,0.0003
39,40,0.0003
20,0,0.0003
67,55,0.0003
72,19,0.0003
71,50,0.0003
79,26,0.0003
17,28,0.0003
0,26,0.0003
25,42,0.0003
29,27,0.0003
0,34,0.0003
67,63,0.0003
70,49,0.0003
45,49,0.0003
75,31,0.0003
4,26,0.0003
8,45,0.0003
79,25,0.0003
38,20,0.0003
71,37,0.0003
0,37,0.0003
36,15,0.0003
15,31,0.0003
34,18,0.0003
6,47,0.0003
9,44,0.0003
12,36,0.0003
24,7,0.0003
70,57,0.0003
13,47,0.0002
27,33,0.0002
8,19,0.0002
8,40,0.0002
51,6,0.0002
9,6,0.0002
17,46,0.0002
11,63,0.0002
54,40,0.0002
54,49,0.0002
15,53,0.0002
76,12,0.0002
3,44,0.0002
6,46,0.0002
75,41,0.0002
76,50,0.0002
76,41,0.0002
79,60,0.0002
1,13,0.0002
79,51,0.0002
21,55,0.0002
35,23,0.0002
40,0,0.0002
48,37,0.0002
11,54,0.0002
5,50,0.0002
34,14,0.0002
71,20,0.0002
11,55,0.0002
29,55,0.0002
2,35,0.0002
23,4,0.0002
32,46,0.0002
49,0,0.0002
11,14,0.0002
46,4,0.0002
79,10,0.0002
11,16,0.0002
46,16,0.0002
8,50,0.0002
58,46,0.0002
2,16,0.0002
5,8,0.0002
6,18,0.0002
64,43,0.0002
36,62,0.0002
0,20,0.0002
0,42,0.0002
43,7,0.0002
73,32,0.0002
2,14,0.0002
17,39,0.0002
72,20,0.0002
79,58,0.0002
2,33,0.0002
55,9,0.0001
2,41,0.0001
37,61,0.0001
5,5,0.0001
0,59,0.0001
12,5,0.0001
38,58,0.0001
45,16,0.0001
32,58,0.0001
56,12,0.0001
13,38,0.0001
71,4,0.0001
10,50,0.0001
27,15,0.0001
3,31,0.0001
64,4,0.0001
2,20,0.0001
70,3,0.0001
5,6,0.0001
21,49,0.0001
20,5,0.0001
74,58,0.0001
14,51,0.0001
19,23,0.0001
39,6,0.0001
40,52,0.0001
20,24,0.0001
11,28,0.0001
2,13,0.0001
75,63,0.0001
14,9,0.0001
72,12,0.0001
3,39,0.0001
25,4,0.0001
56,44,0.0001
20,27,0.0001
70,27,0.0001
12,9,0.0001
30,52,0.0001
4,13,0.0001
11,1,0.0001
11,59,0.0001
70,7,0.0001
66,36,0.0001
23,40,0.0001
1,29,0.0001
0,38,0.0001
17,45,0.0001
17,54,0.0001
32,28,0.0001
77,58,0.0001
0,27,0.0001
42,17,0.0001
7,8,0.0001
47,34,0.0001
15,10,0.0001
28,33,0.0001
3,28,0.0001
21,27,0.0001
20,29,0.0001
40,18,0.0001
15,16,0.0001
22,44,0.0001
28,60,0.0001
55,19,0.0001
36,34,0.0000
66,57,0.0000
19,61,0.0000
30,40,0.0000
78,41,0.0000
22,47,0.0000
44,8,0.0000
62,47,0.0000
47,38,0.0000
2,47,0.0000
65,11,0.0000
42,56,0.0000
77,16,0.0000
1,58,0.0000
12,30,0.0000
25,50,0.0000
16,12,0.0000
58,30,0.0000
74,30,0.0000
27,44,0.0000
73,22,0.0000
24,19,0.0000
50,62,0.0000
74,0,0.0000
71,27,0.0000
77,25,0.0000
43,6,0.0000
72,14,0.0000
47,54,0.0000
24,42,0.0000
70,48,0.0000
29,43,0.0000
32,8,0.0000
77,7,0.0000
6,8,0.0000
78,56,0.0000
7,51,0.0000
57,45,0.0000
59,12,0.0000
11,9,0.0000
26,17,0.0000
5,60,0.0000
16,59,0.0000
75,39,0.0000
20,13,0.0000
2,5,0.0000
7,17,0.0000
79,19,-0.0000
31,15,-0.0000
74,61,-0.0000
25,61,-0.0000
4,3,-0.0000
29,37,-0.0000
39,24,-0.0000
12,23,-0.0000
18,23,-0.0000
76,61,-0.0000
21,4,-0.0000
11,37,-0.0000
51,36,-0.0000
10,37,-0.0000
8,17,-0.0000
8,53,-0.0000
76,23,-0.0000
15,63,-0.0000
7,5,-0.0000
35,6,-0.0000
47,31,-0.0000
18,63,-0.0000
60,25,-0.0000
73,23,-0.0000
30,18,-0.0000
32,13,-0.0000
74,46,-0.0000
67,37,-0.0000
72,5,-0.0000
79,13,-0.0000
5,39,-0.0000
1,21,-0.0000
4,33,-0.0000
4,49,-0.0000
6,48,-0.0000
1,62,-0.0000
15,46,-0.0000
17,58,-0.0000
34,60,-0.0000
53,42,-0.0000
21,24,-0.0000
2,19,-0.0000
43,36,-0.0000
66,37,-0.0001
55,13,-0.0001
4,0,-0.0001
21,0,-0.0001
62,22,-0.0001
29,60,-0.0001
48,16,-0.0001
2,6,-0.0001
69,17,-0.0001
49,38,-0.0001
69,45,-0.0001
79,0,-0.0001
32,14,-0.0001
45,22,-0.0001
72,6,-0.0001
79,2,-0.0001
15,32,-0.0001
65,0,-0.0001
25,19,-0.0001
28,49,-0.0001
71,55,-0.0001
19,42,-0.0001
5,22,-0.0001
15,61,-0.0001
55,59,-0.0001
41,32,-0.0001
26,55,-0.0001
43,1,-0.0001
28,51,-0.0001
57,35,-0.0001
1,19,-0.0001
69,36,-0.0001
79,18,-0.0001
59,45,-0.0001
20,44,-0.0001
23,21,-0.0001
32,35,-0.0001
2,8,-0.0001
18,43,-0.0001
0,44,-0.0001
78,43,-0.0001
70,8,-0.0001
71,40,-0.0001
25,23,-0.0001
41,26,-0.0001
18,35,-0.0001
45,34,-0.0001
45,30,-0.0001
15,38,-0.0001
54,59,-0.0001
6,32,-0.0001
8,36,-0.0001
55,2,-0.0001
65,36,-0.0001
42,55,-0.0001
26,2,-0.0001
5,13,-0.0001
38,45,-0.0001
70,35,-0.0001
8,37,-0.0001
79,3,-0.0001
17,38,-0.0001
5,25,-0.0001
77,27,-0.0001
4,18,-0.0001
19,26,-0.0001
68,36,-0.0001
52,63,-0.0001
74,39,-0.0001
19,8,-0.0001
47,10,-0.0001
8,48,-0.0001
48,48,-0.0001
72,30,-0.0001
2,39,-0.0001
4,44,-0.0001
8,56,-0.0001
6,41,-0.0001
37,24,-0.0001
5,34,-0.0001
26,37,-0.0001
11,7,-0.0001
79,54,-0.0001
54,42,-0.0001
27,50,-0.0001
20,16,-0.0001
27,32,-0.0001
6,6,-0.0001
64,6,-0.0001
47,52,-0.0001
50,36,-0.0001
19,15,-0.0001
79,23,-0.0001
8,6,-0.0001
20,63,-0.0002
63,52,-0.0002
70,41,-0.0002
12,62,-0.0002
61,56,-0.0002
72,59,-0.0002
76,20,-0.0002
20,23,-0.0002
51,42,-0.0002
65,63,-0.0002
71,23,-0.0002
79,17,-0.0002
79,40,-0.0002
22,57,-0.0002
71,17,-0.0002
16,61,-0.0002
9,39,-0.0002
17,0,-0.0002
19,59,-0.0002
51,62,-0.0002
77,29,-0.0002
43,2,-0.0002
71,26,-0.0002
63,44,-0.0002
1,30,-0.0002
29,1,-0.0002
57,9,-0.0002
9,30,-0.0002
12,15,-0.0002
14,63,-0.0002
78,21,-0.0002
74,18,-0.0002
25,46,-0.0002
68,39,-0.0002
56,39,-0.0002
28,50,-0.0002
60,48,-0.0002
12,58,-0.0002
60,36,-0.0002
20,32,-0.0002
46,13,-0.0002
60,4,-0.0002
67,10,-0.0002
30,34,-0.0002
74,1,-0.0002
24,40,-0.0002
37,22,-0.0002
28,5,-0.0002
40,60,-0.0002
65,6,-0.0002
70,33,-0.0002
74,36,-0.0002
76,52,-0.0002
78,30,-0.0002
3,63,-0.0002
30,28,-0.0002
40,9,-0.0002
44,47,-0.0002
45,43,-0.0002
47,23,-0.0002
50,24,-0.0002
76,38,-0.0002
76,53,-0.0002
63,60,-0.0002
48,0,-0.0002
63,43,-0.0002
8,14,-0.0002
12,1,-0.0002
44,31,-0.0002
1,20,-0.0002
16,60,-0.0002
26,4,-0.0002
21,7,-0.0002
63,49,-0.0002
24,32,-0.0002
5,9,-0.0002
49,36,-0.0002
72,0,-0.0002
72,41,-0.0002
15,56,-0.0002
36,9,-0.0002
3,6,-0.0002
15,55,-0.0002
16,45,-0.0002
30,11,-0.0002
26,21,-0.0002
8,31,-0.0002
8,43,-0.0002
14,43,-0.0002
27,56,-0.0002
72,10,-0.0002
4,10,-0.0002
34,22,-0.0002
48,8,-0.0002
14,17,-0.0002
19,32,-0.0002
1,46,-0.0003
6,31,-0.0003
49,45,-0.0003
20,45,-0.0003
43,37,-0.0003
61,23,-0.0003
6,0,-0.0003
57,33,-0.0003
14,29,-0.0003
75,46,-0.0003
4,63,-0.0003
18,19,-0.0003
24,25,-0.0003
61,42,-0.0003
71,54,-0.0003
76,21,-0.0003
9,37,-0.0003
10,2,-0.0003
30,10,-0.0003
66,53,-0.0003
7,26,-0.0003
10,58,-0.0003
15,18,-0.0003
15,44,-0.0003
3,52,-0.0003
17,13,-0.0003
49,39,-0.0003
40,28,-0.0003
72,57,-0.0003
14,58,-0.0003
16,30,-0.0003
21,22,-0.0003
62,4,-0.0003
44,58,-0.0003
59,39,-0.0003
4,53,-0.0003
28,13,-0.0003
76,5,-0.0003
1,12,-0.0003
24,27,-0.0003
32,44,-0.0003
75,4,-0.0003
8,13,-0.0003
14,6,-0.0003
26,41,-0.0003
40,2,-0.0003
70,25,-0.0003
2,28,-0.0003
26,6,-0.0003
53,24,-0.0003
4,41,-0.0003
11,52,-0.0003
23,6,-0.0003
42,49,-0.0003
56,6,-0.0003
60,41,-0.0003
70,18,-0.0003
63,30,-0.0003
72,53,-0.0003
16,21,-0.0003
20,33,-0.0003
64,0,-0.0003
5,38,-0.0003
53,15,-0.0003
66,29,-0.0003
18,10,-0.0003
46,58,-0.0003
50,63,-0.0003
26,14,-0.0003
51,41,-0.0003
63,56,-0.0003
49,41,-0.0003
58,54,-0.0003
39,39,-0.0003
79,22,-0.0003
4,6,-0.0003
52,30,-0.0003
0,4,-0.0003
41,23,-0.0003
73,17,-0.0003
21,30,-0.0003
78,38,-0.0003
57,0,-0.0003
0,32,-0.0003
6,1,-0.0003
7,50,-0.0003
10,26,-0.0003
14,11,-0.0003
73,31,-0.0003
6,23,-0.0003
14,23,-0.0003
68,33,-0.0003
70,37,-0.0003
74,60,-0.0003
24,48,-0.0003
68,40,-0.0003
1,41,-0.0003
15,49,-0.0003
27,38,-0.0003
3,42,-0.0003
12,19,-0.0003
36,61,-0.0003
43,0,-0.0003
13,37,-0.0003
29,42,-0.0003
46,30,-0.0003
63,54,-0.0003
72,55,-0.0003
77,57,-0.0003
59,7,-0.0003
69,10,-0.0003
46,1,-0.0003
62,60,-0.0003
73,51,-0.0003
55,40,-0.0003
41,30,-0.0003
3,35,-0.0003
12,7,-0.0003
18,56,-0.0003
37,63,-0.0003
45,13,-0.0003
13,30,-0.0004
76,17,-0.0004
3,51,-0.0004
32,47,-0.0004
62,32,-0.0004
65,59,-0.0004
0,60,-0.0004
79,7,-0.0004
69,22,-0.0004
11,21,-0.0004
7,54,-0.0004
66,8,-0.0004
67,51,-0.0004
19,39,-0.0004
61,40,-0.0004
79,48,-0.0004
63,29,-0.0004
75,60,-0.0004
79,63,-0.0004
10,29,-0.0004
11,27,-0.0004
12,44,-0.0004
51,32,-0.0004
3,8,-0.0004
8,1,-0.0004
61,59,-0.0004
46,27,-0.0004
78,12,-0.0004
10,11,-0.0004
43,30,-0.0004
67,48,-0.0004
8,16,-0.0004
20,20,-0.0004
25,1,-0.0004
41,8,-0.0004
49,13,-0.0004
78,47,-0.0004
48,2,-0.0004
50,61,-0.0004
14,41,-0.0004
19,20,-0.0004
63,0,-0.0004
20,36,-0.0004
28,36,-0.0004
74,54,-0.0004
76,25,-0.0004
50,3,-0.0004
45,55,-0.0004
6,26,-0.0004
10,33,-0.0004
37,54,-0.0004
3,25,-0.0004
61,47,-0.0004
5,1,-0.0004
6,27,-0.0004
17,63,-0.0004
30,22,-0.0004
47,22,-0.0004
4,7,-0.0004
7,16,-0.0004
68,61,-0.0004
0,49,-0.0004
6,61,-0.0004
12,11,-0.0004
56,59,-0.0004
71,31,-0.0004
1,32,-0.0004
56,22,-0.0004
78,26,-0.0004
18,31,-0.0004
43,17,-0.0004
62,49,-0.0004
5,51,-0.0004
13,49,-0.0004
36,59,-0.0004
58,22,-0.0004
78,14,-0.0004
32,15,-0.0004
32,16,-0.0004
44,50,-0.0004
59,4,-0.0004
2,59,-0.0004
78,18,-0.0004
14,7,-0.0004
20,54,-0.0004
69,51,-0.0004
77,11,-0.0004
3,2,-0.0004
35,51,-0.0004
63,31,-0.0004
50,8,-0.0004
69,13,-0.0004
13,6,-0.0004
36,33,-0.0004
16,53,-0.0004
10,31,-0.0004
10,57,-0.0004
50,47,-0.0004
7,23,-0.0004
31,62,-0.0004
37,50,-0.0004
64,39,-0.0004
46,9,-0.0004
57,60,-0.0004
58,20,-0.0004
59,59,-0.0004
65,58,-0.0004
9,45,-0.0004
11,53,-0.0004
21,3,-0.0004
15,52,-0.0004
79,20,-0.0004
3,3,-0.0004
5,20,-0.0004
37,62,-0.0004
63,6,-0.0004
74,59,-0.0004
4,16,-0.0004
22,30,-0.0004
41,0,-0.0004
67,36,-0.0004
17,52,-0.0005
23,59,-0.0005
26,8,-0.0005
60,37,-0.0005
69,2,-0.0005
24,53,-0.0005
64,50,-0.0005
40,24,-0.0005
59,36,-0.0005
9,0,-0.0005
16,16,-0.0005
16,63,-0.0005
13,14,-0.0005
21,5,-0.0005
30,60,-0.0005
5,32,-0.0005
18,17,-0.0005
74,16,-0.0005
7,37,-0.0005
21,47,-0.0005
24,55,-0.0005
41,13,-0.0005
69,26,-0.0005
22,41,-0.0005
51,11,-0.0005
66,20,-0.0005
1,4,-0.0005
48,55,-0.0005
70,53,-0.0005
78,32,-0.0005
24,61,-0.0005
48,1,-0.0005
50,23,-0.0005
6,59,-0.0005
11,22,-0.0005
13,62,-0.0005
